	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
PRMT3	761	775	539	658	1471	1289	1935	2827
PRMT5	2890	3774	2333	2448	3792	3459	6272	8835
PRMT6	288	421	238	221	356	367	569	669
PRMT7	566	753	447	481	1005	992	1483	2055
PRMT9	379	412	299	336	675	594	832	1303
PRNP	683	953	593	695	274	214	415	621
PROB1	9	12	17	10	35	32	37	47
PROCR	413	460	311	336	49	37	102	130
PROS1	185	164	144	161	175	168	286	345
PROSER1	804	894	654	643	686	570	648	1113
PROSER2	215	310	188	188	102	90	104	157
PROSER3	370	516	292	298	94	64	57	128
PROX1	43	90	54	37	19	12	19	36
PROX2	1	1	0	0	35	33	30	49
PRPF18	375	375	296	311	302	283	421	594
PRPF19	4359	5231	3500	3533	2970	2283	3579	6075
PRPF3	822	1157	651	666	2157	1964	3075	4320
PRPF31	1035	1361	924	951	1470	1291	2293	3213
PRPF38A	1033	1314	813	853	993	1068	1445	2032
PRPF38B	1039	1341	776	876	1369	1400	2231	2462
PRPF39	458	507	376	398	1606	1482	2339	3201
PRPF4	936	1109	773	747	1425	1352	2286	3139
PRPF40A	3945	4284	3236	3491	7291	6986	10427	14479
PRPF40B	80	64	63	81	125	107	136	206
PRPF4B	1716	1989	1363	1578	4673	4314	6119	8582
PRPF6	2451	3274	2098	2095	2938	2823	3935	5558
PRPF8	20732	25672	17970	18181	18853	15336	18318	32651
PRPS1	2258	2530	1654	1718	2582	2477	4078	5790
PRPS2	1008	1121	751	748	960	857	1693	2207
PRPSAP1	411	531	367	416	487	444	560	894
PRPSAP2	719	896	607	632	1903	1632	2965	4148
PRR11	596	709	572	609	274	262	444	693
PRR12	398	515	364	302	389	313	179	528
PRR13	157	175	97	122	75	60	134	184
PRR14	163	216	122	113	371	314	386	592
PRR14L	1626	1860	1249	1341	4916	4248	5109	8629
PRR22	8	12	17	7	182	141	253	339
PRR3	367	448	244	321	222	184	253	367
PRR4	0	0	4	1	29	16	25	39
PRR5	74	81	46	43	89	75	123	157
PRR7	118	152	78	96	50	38	49	79
PRRC1	1308	1440	1051	1007	618	514	861	1207
PRRC2A	4353	5840	3851	3915	6544	4956	5300	11562
PRRC2B	2574	3422	2676	2414	5544	4796	4889	9282
PRRC2C	8178	9235	7272	7697	14376	11581	14981	24131
PRRG1	29	43	29	26	42	35	69	80
PRRG4	62	85	64	72	52	45	57	69
PRRT3	54	72	61	54	69	53	73	113
PRRT4	99	126	76	102	14	13	28	44
PRSS12	112	169	123	129	175	165	260	315
PRSS16	32	55	31	40	22	20	29	40
PRSS23	312	449	347	335	143	111	224	328
PRSS27	2	2	2	2	33	26	37	51
PRSS35	52	57	42	60	21	15	31	36
PRSS48	1	2	0	0	64	54	31	54
PRSS53	4	1	1	2	59	46	58	94
PRSS54	0	0	0	0	28	24	47	62
PRTFDC1	5	3	1	2	252	244	436	633
PRTG	99	135	120	92	415	391	521	842
PRUNE1	322	356	269	267	289	271	393	555
PRUNE2	138	121	95	97	65	68	95	108
PRX	19	18	19	10	90	104	109	162
PRXL2A	269	309	230	230	452	501	603	776
PRXL2B	190	287	167	202	28	36	37	60
PRXL2C	217	213	145	142	180	140	208	338
PSAP	8369	10083	7883	7372	3876	3822	5490	7820
PSAT1	1644	1640	1198	1247	2239	1995	2956	4079
PSD3	220	202	194	189	842	819	1148	1678
PSD4	7	9	12	11	34	29	30	45
PSEN1	400	537	384	326	497	443	841	1120
PSEN2	218	309	238	193	547	526	766	1045
PSENEN	724	948	516	566	171	118	323	410
PSIP1	2381	2704	1999	2128	1845	1801	3072	3767
PSKH1	35	38	41	25	235	192	300	413
PSMA1	1816	2567	1740	1661	1739	1394	3044	3974
PSMA3	4582	5349	3481	3849	2470	2388	3733	5303
PSMA4	5910	6607	4456	4751	5634	5115	9630	13505
PSMA5	3474	4282	2784	3007	3184	2993	5252	7411
PSMA6	1832	2057	1422	1641	1517	1306	2452	3533
PSMA7	4542	5628	3696	3761	4080	4084	6292	8774
PSMB1	8025	9574	6695	6624	4011	3664	6832	9697
PSMB10	102	113	73	81	289	296	474	647
PSMB2	6254	6958	4835	5154	1635	1467	2580	3524
PSMB3	2705	3464	2299	2148	2039	1931	3084	4302
PSMB4	6326	8124	5455	5169	5471	4841	8995	12179
PSMB5	3518	4364	2802	2963	2370	2280	3931	5432
PSMB6	3963	4761	3097	3031	1630	1553	2953	4089
PSMB7	4194	4760	3331	3281	2366	2317	4215	5691
PSMC1	2	5	3	4	84	78	87	141
PSMC2	4037	4684	3176	3301	2782	2683	4185	6109
PSMC3	2605	3797	2217	2298	3438	3299	5574	7426
PSMC3IP	103	175	101	91	334	340	457	596
PSMC4	5906	7570	4846	4894	1879	1765	2940	4136
PSMC5	3799	4852	3190	3194	1765	1638	2240	3065
PSMC6	907	1033	716	738	1630	1516	2163	3137
PSMD1	6524	8279	5465	5955	6219	5753	9276	13347
PSMD10	987	1311	770	829	1421	1360	1962	2675
PSMD11	3380	4169	2721	2736	1828	1626	2362	3483
PSMD12	4193	5053	3548	3716	2150	2087	3317	4474
PSMD13	2132	2556	1645	1753	1843	1768	2893	4075
PSMD14	2908	3396	2432	2737	2644	2514	4046	5730
PSMD2	3512	4261	2938	2780	4319	4076	5914	8748
PSMD3	2847	3764	2420	2325	2206	1994	3939	5649
PSMD4	2161	2921	1779	1817	2451	2366	3933	5301
PSMD6	3424	3843	2528	2808	3850	3513	6149	8990
PSMD7	1762	2155	1734	1640	2790	2524	4138	5545
PSMD8	7937	9831	6469	6575	2230	1723	4648	6597
PSMD9	447	600	352	329	550	505	841	1121
PSME1	821	1088	708	685	438	382	647	874
PSME2	293	444	299	289	464	415	758	1046
PSME3	1964	2408	1678	1834	1882	1828	1915	3236
PSME4	1720	1850	1420	1453	4572	3956	4598	8131
PSMF1	2385	2914	1862	1932	849	813	1149	1582
PSMG1	1978	2037	1451	1589	2185	2066	3563	5122
PSMG2	1049	1100	840	884	434	336	703	987
PSMG3	165	272	196	170	489	476	727	986
PSMG4	355	355	224	251	300	222	401	571
PSPC1	1022	1253	750	826	1411	1390	1961	2805
PSPH	232	249	190	184	385	308	545	803
PSRC1	316	458	253	284	430	423	554	756
PSTK	139	160	125	125	181	158	349	503
PSTPIP2	356	450	320	366	169	142	272	367
PTAR1	243	325	187	175	618	585	885	1304
PTBP1	7806	9863	6085	6476	4426	3762	6378	9574
PTBP2	885	799	607	689	1048	927	1344	1987
PTBP3	1067	1051	791	814	922	782	1314	1977
PTCD2	163	169	140	141	182	206	237	340
PTCD3	1481	1634	1165	1135	2385	2110	3314	4683
PTCH1	174	199	171	157	307	238	255	450
PTDSS1	1132	1509	983	971	2158	1875	3520	5118
PTDSS2	440	563	418	372	523	450	698	1008
PTEN	90	92	60	88	318	343	482	693
PTER	540	510	455	445	372	367	510	734
PTGES2	414	589	362	304	780	739	1041	1545
PTGES3	1869	2457	1306	1471	1839	1791	2808	3745
PTGFR	10	7	1	4	131	108	125	224
PTGFRN	968	1326	1054	998	1005	1017	1218	1867
PTGR2	64	61	66	65	45	29	55	54
PTGS2	16	11	13	14	43	25	73	76
PTK2	717	759	602	576	2025	1846	2586	3762
PTK2B	28	16	22	13	37	39	56	80
PTK7	915	1140	999	847	944	846	1449	2282
PTMA	1007	1681	672	736	4845	6039	7084	8367
PTMS	288	700	262	276	245	344	168	261
PTOV1	1900	2321	1422	1421	1161	918	1629	2494
PTP4A1	202	243	185	175	882	871	787	1504
PTP4A2	213	253	179	196	1592	1610	2511	3819
PTP4A3	7	7	7	7	29	28	40	80
PTPA	1408	1570	1098	1075	984	903	1389	2211
PTPDC1	72	60	70	56	285	248	377	544
PTPMT1	344	397	253	270	492	397	731	1057
PTPN1	1146	1436	1000	1090	852	796	1221	1795
PTPN11	648	830	604	589	2161	2214	3003	4266
PTPN12	363	396	262	307	416	372	425	780
PTPN13	1492	1736	1346	1279	3859	3428	5516	7896
PTPN14	678	745	539	530	671	563	572	1110
PTPN18	76	82	61	52	163	128	164	245
PTPN2	200	228	152	147	499	453	746	1169
PTPN23	513	755	451	450	628	437	344	840
PTPN3	317	308	217	221	410	346	554	837
PTPN4	72	66	70	66	777	705	1100	1786
PTPN9	465	614	416	404	592	496	745	1115
PTPRA	414	476	374	393	1119	1032	1665	2594
PTPRB	43	47	41	38	20	23	51	37
PTPRD	239	256	251	182	87	82	116	171
PTPRF	1461	1655	1342	1314	2210	1712	2306	3958
PTPRG	957	1148	966	911	1145	981	1361	2222
PTPRJ	157	190	178	145	294	242	418	625
PTPRK	812	934	840	801	1100	963	1639	2345
PTPRM	127	139	126	152	216	166	275	457
PTPRS	669	846	701	655	1968	1696	2007	3324
PTPRU	290	284	321	299	1093	902	1568	2339
PTPRZ1	32	54	24	33	19	10	31	45
PTRH1	72	85	41	52	36	32	41	82
PTRH2	552	717	511	525	365	390	526	763
PTRHD1	348	498	300	326	253	269	378	537
PTS	586	647	506	466	440	436	633	818
PTTG1	2434	2543	1756	1876	1692	1562	2473	3556
PTTG1IP	597	929	505	544	458	473	635	850
PUDP	14	11	4	9	64	56	53	87
PUF60	2813	3499	2201	2433	2885	2676	5291	6923
PUM1	2465	2924	2164	2046	4162	3709	5745	8316
PUM2	973	1083	712	757	2357	2081	2847	4523
PUM3	1194	1379	964	1053	1728	1595	2417	3457
PURA	431	566	341	326	162	159	194	287
PURB	369	577	352	315	76	72	66	105
PURG	33	52	23	28	43	47	33	49
PUS1	589	868	540	483	663	591	982	1369
PUS10	64	57	34	51	131	109	159	182
PUS3	232	297	178	206	516	464	834	1059
PUS7	1443	1508	1154	1171	2032	1800	2713	4045
PUS7L	717	862	615	644	1034	1009	1386	1996
PUSL1	550	741	421	486	632	643	798	1250
PVR	406	519	416	388	408	332	540	839
PWP1	2474	2696	2029	2126	2331	1996	3592	5028
PWP2	157	198	105	110	57	53	117	165
PWWP2A	297	388	279	251	725	624	901	1373
PWWP2B	33	47	28	26	67	51	64	94
PWWP3A	216	209	166	181	587	574	676	965
PWWP3B	4	1	1	2	126	123	171	246
PXDC1	97	114	65	71	34	28	37	75
PXDN	622	660	589	588	396	328	411	725
PXK	296	357	246	227	484	433	676	904
PXMP2	252	346	270	218	254	239	343	497
PXMP4	93	114	65	103	20	28	51	60
PXN	482	541	358	387	203	168	190	325
PXYLP1	71	87	50	67	192	161	307	464
PYCR1	301	381	287	250	857	800	1510	1988
PYCR2	599	808	556	496	585	513	930	1229
PYCR3	279	307	226	207	193	178	301	387
PYGB	788	1048	660	670	1306	1111	1867	2717
PYGL	3129	3475	2583	2556	7769	7398	11311	16388
PYGO1	177	174	136	135	128	123	181	280
PYGO2	259	322	205	199	339	332	489	827
PYM1	268	362	190	223	239	250	396	620
PYROXD1	204	164	154	192	108	112	184	278
PYURF	425	598	314	399	328	272	494	674
PZP	0	0	1	0	34	30	29	64
QARS	2393	3096	2063	2140	3657	3252	5655	8118
QDPR	335	437	262	285	156	164	192	239
QKI	1526	1995	1414	1432	1172	1122	1416	2180
QPCT	781	851	614	642	72	54	149	200
QPCTL	186	207	166	140	189	168	275	375
QPRT	288	289	190	171	109	94	119	167
QRFPR	84	94	72	67	101	74	108	164
QRICH1	1778	2020	1330	1462	2077	1748	3375	4794
QRICH2	6	13	8	17	225	211	252	356
QRSL1	537	568	391	380	797	691	1121	1600
QSER1	1019	1201	788	872	4357	3421	4287	7212
QSOX1	706	842	555	512	378	328	474	716
QSOX2	674	836	672	656	700	666	814	1227
QTRT1	503	755	501	478	649	570	976	1373
QTRT2	539	689	435	447	1122	1006	1478	2043
R3HCC1	286	413	268	250	661	656	967	1344
R3HCC1L	336	415	264	268	693	671	885	1382
R3HDM1	239	222	186	203	980	804	1012	1763
R3HDM2	202	206	178	188	443	384	404	761
R3HDM4	141	215	114	132	205	200	306	343
RAB10	946	1346	784	892	902	822	1274	1904
RAB11A	2424	3051	2160	2041	1571	1508	2434	3513
RAB11B	1007	1161	822	787	99	98	100	186
RAB11FIP1	885	1058	797	735	701	582	970	1565
RAB11FIP2	242	269	195	215	753	694	940	1450
RAB11FIP3	99	137	101	87	427	393	458	730
RAB11FIP4	99	115	89	77	234	243	325	443
RAB11FIP5	170	232	124	155	166	159	178	299
RAB12	365	412	323	313	295	278	433	610
RAB14	1008	1235	869	848	471	509	636	874
RAB15	28	33	18	13	56	38	71	101
RAB18	1145	1480	1055	1006	393	439	584	830
RAB1A	1457	1686	1176	1280	893	864	1417	1887
RAB1B	940	1109	794	715	515	405	760	1157
RAB20	37	45	28	32	20	11	21	34
RAB21	1317	1471	1094	1100	416	375	609	833
RAB22A	177	220	189	216	204	151	240	375
RAB23	290	369	271	247	342	320	503	685
RAB24	305	379	249	254	379	385	535	737
RAB26	27	14	20	12	58	45	77	124
RAB27A	117	160	112	113	64	51	76	123
RAB28	139	152	116	96	336	330	447	600
RAB29	197	191	110	123	168	148	221	306
RAB2A	1319	1338	906	1001	545	474	969	1339
RAB2B	192	207	142	164	135	101	161	251
RAB30	29	48	21	24	20	20	33	50
RAB31	241	301	268	229	116	109	189	273
RAB32	164	155	131	137	179	144	296	423
RAB33B	119	127	93	111	125	114	204	276
RAB34	477	538	388	427	298	284	480	740
RAB35	795	893	589	557	359	390	608	879
RAB36	207	238	193	211	96	65	77	139
RAB38	231	275	162	189	15	12	29	35
RAB39A	130	145	96	80	104	89	115	165
RAB39B	53	59	44	50	55	48	60	105
RAB3A	105	101	66	73	29	16	22	41
RAB3B	222	243	168	165	26	25	45	61
RAB3C	3	2	2	2	29	19	32	45
RAB3D	206	205	172	165	69	56	79	121
RAB3GAP1	1180	1394	994	1046	2380	2245	3392	4690
RAB3GAP2	1100	1282	924	888	2500	2298	3270	4652
RAB3IP	342	358	251	271	503	437	705	976
RAB40B	45	68	43	38	106	96	175	181
RAB40C	95	111	61	74	83	60	100	165
RAB4A	416	498	377	354	741	708	1152	1580
RAB5A	530	617	418	519	405	370	585	874
RAB5B	827	900	589	648	284	233	358	501
RAB5C	951	1161	673	770	442	381	670	963
RAB5IF	183	325	119	179	594	474	939	1385
RAB6A	620	590	453	480	309	288	407	659
RAB6B	176	213	111	122	39	29	39	71
RAB7A	3018	3571	2461	2382	711	646	814	1218
RAB8A	1205	1378	947	890	612	565	1023	1404
RAB8B	218	268	203	150	80	92	161	225
RAB9A	469	468	424	427	376	367	529	757
RAB9B	41	49	22	31	42	47	58	94
RABAC1	1180	1737	922	997	547	529	879	1186
RABEP1	1089	1120	796	901	2545	2355	3584	5147
RABEP2	99	177	85	71	142	193	245	347
RABEPK	355	426	310	298	763	681	1273	1758
RABGAP1	881	1045	828	803	1539	1437	1908	2815
RABGAP1L	264	306	268	234	1044	1040	1148	1835
RABGEF1	233	283	170	178	461	453	719	1069
RABGGTA	376	546	392	337	342	308	497	717
RABGGTB	1308	1566	1203	1208	4273	3840	6211	8782
RABIF	204	248	164	195	145	151	206	278
RABL2B	14	46	27	23	34	15	25	37
RABL3	278	329	195	213	267	237	384	487
RABL6	1049	1203	857	860	2412	2292	3538	4657
RAC1	388	585	291	321	352	351	526	739
RAC3	873	1125	587	582	1033	902	1610	2185
RACGAP1	2541	3355	2254	2321	2121	2034	3046	4260
RACK1	35473	45873	28902	30713	45691	39674	79166	112426
RAD1	483	495	378	472	522	470	779	1114
RAD17	177	178	119	123	665	585	946	1404
RAD18	1170	1272	904	1024	1120	1029	1636	2389
RAD21	3006	3591	2709	2704	3512	3273	4094	6232
RAD23A	2182	2784	1685	1670	1213	1044	1440	2058
RAD23B	2883	3209	2162	2237	2767	2798	4979	6630
RAD50	237	264	227	225	247	229	344	475
RAD51	432	499	359	395	280	292	435	575
RAD51AP1	1086	1160	764	833	965	910	1317	1903
RAD51B	97	84	78	84	374	356	412	601
RAD51C	1503	1656	1235	1321	960	855	1583	2222
RAD51D	61	90	46	46	67	69	85	150
RAD52	82	83	63	69	231	169	216	378
RAD54B	243	267	158	198	289	290	384	534
RAD54L	433	521	316	327	1129	955	1044	1645
RAD54L2	391	495	315	304	2145	1859	2179	3584
RAD9A	85	105	62	75	134	123	213	284
RAD9B	15	16	16	20	23	13	22	42
RADIL	93	116	80	75	183	156	221	306
RADX	1451	1744	1125	1212	3615	3140	5143	6960
RAE1	2907	3558	2261	2470	1328	1174	2015	3006
RAF1	798	979	708	654	2654	2204	4361	6102
RAI1	441	513	408	334	992	732	805	1452
RAI14	1892	2059	1522	1557	1280	1204	1777	2454
RALA	376	541	318	334	307	307	395	555
RALB	218	313	173	156	146	108	210	305
RALBP1	278	315	219	223	987	976	1228	1778
RALGAPA1	150	161	129	173	1009	830	1264	2004
RALGAPA2	306	377	309	324	1199	1044	1260	2035
RALGAPB	1034	1144	862	873	1673	1643	1954	3095
RALGPS1	35	39	23	30	126	116	170	260
RALGPS2	285	325	195	221	586	520	859	1189
RALY	1118	1318	870	897	983	910	1641	2327
RAMAC	3	5	1	2	47	33	64	100
RAMACL	5	4	1	1	25	22	45	67
RAMP1	283	290	173	190	39	41	54	83
RAN	5241	7293	4811	4264	8664	8256	13842	18596
RANBP1	2537	3050	1972	2102	4855	4816	6821	9718
RANBP10	224	281	165	194	163	143	187	324
RANBP17	242	309	234	250	1166	943	1584	2312
RANBP2	2819	3538	2608	2645	10189	9634	14557	20150
RANBP3	1453	1800	1111	1222	931	869	1353	1991
RANBP6	634	702	503	502	910	805	1233	1802
RANBP9	1438	1536	1039	1206	1250	1083	1580	2416
RANGAP1	4449	6241	3993	3840	3620	3601	5449	7134
RANGRF	223	276	182	208	320	292	462	667
RAP1A	900	888	667	745	466	409	490	741
RAP1B	237	220	167	207	139	112	222	349
RAP1GAP	114	139	105	84	52	42	61	77
RAP1GAP2	282	372	205	198	134	100	171	284
RAP1GDS1	640	697	541	523	982	837	1493	2170
RAP2A	69	83	47	47	300	293	347	504
RAP2B	139	188	134	132	153	138	205	311
RAP2C	431	465	328	350	516	484	646	975
RAPGEF1	401	455	337	293	716	647	867	1369
RAPGEF2	433	469	390	403	811	739	1200	1771
RAPGEF4	197	207	150	162	225	232	379	545
RAPGEF5	153	180	149	140	289	265	342	589
RAPGEF6	23	30	8	14	52	51	67	81
RAPGEFL1	5	9	13	8	59	33	52	85
RAPH1	397	437	307	351	417	308	265	532
RARA	123	144	86	85	94	92	111	153
RARB	128	141	99	98	230	199	335	531
RARG	53	62	43	51	71	53	82	134
RARRES1	0	0	2	1	54	41	30	72
RARS	4916	5640	4018	4345	6156	5865	9071	13345
RARS2	542	576	458	448	1092	954	1636	2269
RASA1	598	622	503	488	982	946	1389	1884
RASA2	164	137	109	137	439	425	628	950
RASA3	107	112	76	64	73	71	133	181
RASAL2	274	292	198	228	807	592	970	1619
RASEF	419	487	357	375	748	709	1104	1617
RASGEF1A	14	13	16	23	141	123	183	270
RASGEF1B	155	175	187	180	260	252	368	536
RASGEF1C	15	9	7	12	42	22	58	60
RASGRF2	145	159	133	111	72	76	107	156
RASGRP1	67	72	59	49	133	137	177	289
RASIP1	14	13	13	10	32	31	37	66
RASL11A	276	394	278	262	84	74	153	241
RASL11B	114	111	98	135	36	32	43	78
RASSF1	130	174	103	100	171	187	291	374
RASSF2	113	110	71	79	35	37	48	81
RASSF3	343	391	271	338	156	139	209	280
RASSF5	90	96	59	67	54	39	64	76
RASSF7	92	145	71	53	80	87	143	180
RASSF8	204	270	184	176	236	234	398	504
RAVER1	1769	2343	1435	1370	675	577	530	993
RAVER2	606	649	485	543	1328	1179	1552	2440
RB1	2890	3130	2418	2615	1420	1286	2032	3029
RB1CC1	717	704	539	543	3869	3605	5496	7367
RBAK	219	272	186	198	844	811	1100	1566
RBBP4	2540	3058	2126	2214	3475	3170	4440	6798
RBBP5	730	819	522	571	997	889	1299	2002
RBBP6	1098	1268	1038	1154	3589	3183	4636	6281
RBBP7	10101	11405	8337	8532	5813	5267	9528	13478
RBBP8	539	599	402	427	1698	1610	2565	3828
RBBP9	569	623	447	472	182	125	225	322
RBCK1	131	177	129	101	180	173	241	324
RBFA	248	280	206	225	441	414	602	830
RBFOX2	781	996	621	618	834	712	1201	1773
RBKS	17	11	12	7	50	38	53	108
RBL1	966	997	851	903	1192	1101	1474	2320
RBL2	551	550	408	443	1485	1332	1834	2813
RBM10	1527	1927	1108	1205	2038	1867	3004	4249
RBM11	87	100	64	76	80	68	146	182
RBM12	2378	3099	2322	2395	4111	3599	6692	9455
RBM12B	584	757	407	492	1482	1404	1807	2625
RBM14	1627	2435	1321	1420	1261	1062	2007	3073
RBM15	838	1065	826	814	3448	3229	4551	6523
RBM15B	294	351	254	228	1543	1379	2252	3176
RBM17	909	1140	808	739	1525	1560	2491	3053
RBM18	239	304	183	169	238	214	428	669
RBM19	717	940	581	585	1616	1432	2265	3289
RBM20	289	346	283	253	404	363	348	662
RBM22	1138	1562	1002	1058	947	869	1661	2351
RBM23	1079	1461	952	904	1499	1390	2010	2783
RBM25	2120	2856	1958	2021	3360	3428	5216	5827
RBM26	1087	1359	953	1022	2924	2857	3660	5282
RBM27	138	166	135	117	241	184	350	532
RBM28	1582	2238	1354	1376	2261	2186	2757	3534
RBM3	4588	5894	3813	4070	3470	3036	5857	8638
RBM33	577	668	540	536	1236	1077	1124	1942
RBM34	979	1096	817	873	2513	2339	3395	5054
RBM38	297	451	259	249	124	82	222	351
RBM39	2571	3447	2035	2222	6559	5998	10481	14951
RBM4	346	418	252	338	356	258	637	886
RBM41	355	404	259	242	904	886	1114	1670
RBM42	5212	6912	4370	4357	1020	982	1520	2095
RBM43	49	47	39	40	26	21	15	41
RBM44	0	1	0	1	29	28	25	57
RBM45	361	392	246	252	435	387	643	955
RBM47	238	279	183	189	36	42	47	70
RBM48	169	178	145	153	204	207	315	490
RBM4B	144	191	98	127	210	160	302	424
RBM5	946	1180	919	862	3333	2891	4427	6690
RBM6	477	486	417	439	2952	2710	4021	5732
RBM7	110	101	79	69	125	127	185	260
RBM8A	607	811	599	534	1803	1928	2447	3468
RBMS1	320	414	224	272	176	144	297	439
RBMS2	52	43	33	44	47	30	57	72
RBMX	723	1049	601	690	3657	3461	5265	7298
RBMX2	228	293	175	189	682	680	1152	1652
RBMXL1	150	219	134	134	254	210	362	536
RBP1	37	44	24	27	56	64	80	104
RBPJ	822	914	602	663	750	607	959	1516
RBPMS	223	238	126	158	29	14	23	59
RBSN	207	260	198	196	1203	1095	1533	2203
RBX1	1939	2524	1559	1683	946	882	1380	1851
RC3H1	300	277	217	257	1412	1193	1676	2708
RC3H2	351	425	286	297	2310	2070	3240	4696
RCAN1	109	137	90	79	129	120	223	324
RCAN3	279	338	220	203	122	139	137	203
RCBTB1	266	272	204	188	597	531	799	1171
RCBTB2	100	118	72	91	130	109	222	345
RCC1	1418	2230	1279	1189	4021	3728	5694	7890
RCC1L	640	813	500	488	957	915	1262	1864
RCC2	3089	4451	2363	2509	3072	2932	3446	5026
RCCD1	121	184	121	121	255	227	268	412
RCE1	158	250	145	133	202	159	285	382
RCHY1	474	494	335	361	503	519	683	961
RCL1	587	669	545	515	523	545	817	1247
RCN1	45	74	45	37	59	55	84	122
RCN2	1656	1819	1605	1506	1986	1869	3047	4321
RCOR1	590	709	470	528	423	311	460	730
RCOR2	53	59	34	51	26	21	28	53
RCOR3	182	266	167	209	526	420	621	926
RDH10	224	326	205	157	813	757	1092	1538
RDH11	658	852	523	612	740	705	1199	1591
RDH13	183	207	120	140	240	230	329	449
RDH14	230	278	189	180	313	319	552	756
RDH5	3	3	1	2	46	36	46	98
RDM1	146	101	96	82	76	67	92	158
RDX	1830	2054	1579	1564	1711	1624	2309	3172
REC114	0	0	0	0	25	14	28	43
REC8	1	0	2	0	67	56	70	142
RECK	72	83	76	55	197	187	232	327
RECQL	2110	2500	1673	1882	1282	1156	1968	2717
RECQL4	457	474	381	325	1301	1079	1919	2664
RECQL5	293	381	247	244	531	463	594	996
REEP1	111	88	63	72	58	55	62	123
REEP2	748	797	633	570	142	129	160	260
REEP3	500	576	397	375	409	399	549	799
REEP4	470	707	476	434	201	174	243	337
REEP5	2385	2942	1953	1974	714	697	1076	1385
REEP6	23	35	24	21	37	24	41	61
REL	162	195	142	141	347	332	372	573
RELA	719	908	568	564	344	281	447	669
RELCH	581	673	518	462	1095	980	1489	2111
RELL1	223	285	216	237	117	99	165	229
RELL2	8	5	7	2	73	51	97	151
RELT	89	164	91	77	216	171	274	412
RENBP	23	34	20	25	19	15	20	31
REPIN1	404	539	298	334	467	479	741	1000
REPS1	1413	1479	1065	1086	1612	1315	2490	3646
REPS2	84	52	68	49	15	12	29	32
RER1	1334	1539	1161	1090	791	675	1168	1802
RERE	1210	1572	935	1016	548	428	381	822
RESF1	294	322	258	284	1056	879	1458	2158
REST	981	1222	798	848	1294	1101	1514	2469
RET	10	13	9	7	19	26	30	41
RETREG1	189	205	172	172	70	63	115	168
RETREG2	225	332	173	172	585	526	877	1264
RETREG3	418	479	338	309	616	482	910	1249
RETSAT	329	383	303	312	427	407	662	885
REV1	231	280	165	174	1457	1295	2026	2958
REV3L	402	472	368	359	4066	3542	4710	7472
REX1BD	288	380	219	246	162	183	196	304
REXO1	169	248	158	120	504	430	473	827
REXO2	901	1077	728	786	725	763	1117	1457
REXO4	623	848	449	451	709	696	968	1317
REXO5	298	323	240	278	302	295	482	699
RFC1	1466	1526	1209	1191	2789	2560	4280	6000
RFC2	1548	1679	1169	1197	1485	1371	2516	3675
RFC3	4086	5049	3607	3875	2271	2061	2989	4450
RFC4	1305	1529	969	1136	1506	1398	2178	3103
RFC5	1974	2190	1519	1653	1514	1280	2394	3604
RFESD	50	48	41	40	58	64	97	159
RFFL	57	60	43	49	32	30	47	72
RFK	283	364	249	281	413	409	536	690
RFLNB	187	229	105	131	92	97	192	250
RFNG	183	223	156	163	136	120	233	305
RFT1	403	531	371	390	946	909	1520	2247
RFTN1	301	369	233	259	102	104	106	172
RFTN2	7	2	2	6	33	18	23	40
RFWD3	1390	1743	1183	1230	1943	1754	2913	4427
RFX1	403	536	252	261	129	106	87	215
RFX2	24	37	32	27	45	50	64	95
RFX3	89	95	63	65	71	57	79	156
RFX5	362	443	305	310	1412	1267	1978	2746
RFX7	312	353	256	254	495	379	457	807
RFXANK	254	291	233	207	466	433	697	979
RFXAP	440	438	322	317	116	111	124	180
RGL1	56	50	33	37	109	88	127	212
RGL2	93	118	74	76	205	198	302	405
RGL4	2	0	4	2	351	312	377	610
RGMA	39	36	30	34	134	131	147	237
RGMB	78	112	80	84	216	197	275	407
RGP1	245	301	153	159	350	251	404	710
RGPD8	4	9	3	4	45	54	58	97
RGS10	545	591	406	454	187	186	234	380
RGS12	142	107	113	82	244	219	279	444
RGS14	38	56	24	43	79	82	93	125
RGS16	187	219	154	159	72	77	100	134
RGS17	4	9	1	4	69	65	98	135
RGS19	143	225	102	124	86	71	107	146
RGS2	99	95	90	89	74	71	170	247
RGS5	5	12	7	8	31	18	34	55
RGS7	48	57	40	39	46	47	61	87
RHBDD1	130	172	131	121	211	194	280	449
RHBDD2	436	592	366	400	290	233	412	680
RHBDD3	156	209	137	147	294	238	463	606
RHBDF1	89	79	72	48	52	49	102	151
RHBDF2	130	181	108	127	138	86	135	240
RHBDL1	0	3	0	3	53	70	71	112
RHBDL3	9	13	9	13	20	13	22	34
RHEB	378	428	326	304	542	526	836	1246
RHNO1	230	257	128	178	495	405	810	1235
RHOA	4290	6011	3565	3736	5786	5688	8251	11845
RHOB	269	309	215	220	352	312	528	774
RHOBTB1	149	185	111	131	208	210	242	418
RHOBTB2	61	85	52	45	91	65	108	199
RHOBTB3	1280	1294	1039	1065	630	599	987	1492
RHOC	557	719	453	448	204	162	293	436
RHOF	14	23	15	16	71	56	79	134
RHOG	323	370	257	219	90	76	122	150
