	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
PFDN6	1300	1380	868	993	585	530	929	1346
PFKFB2	60	81	41	57	310	266	461	671
PFKFB3	442	509	359	378	363	326	428	712
PFKFB4	34	63	43	39	95	83	128	173
PFKL	1632	2111	1462	1381	1833	1584	2889	3989
PFKM	2118	2479	1732	1794	2318	2103	3299	4643
PFKP	5973	7362	4712	4714	1140	1044	1592	2274
PFN1	8772	11455	6357	6574	2675	2505	3820	5506
PFN2	1219	1689	1094	1108	641	585	1048	1309
PGAM1	2	2	2	1	26	25	32	31
PGAM2	8	12	7	6	60	56	70	112
PGAM5	1747	2063	1255	1258	1068	1019	1673	2376
PGAP1	486	450	425	467	691	550	845	1291
PGAP2	88	146	96	87	133	100	221	278
PGAP3	64	54	49	42	31	30	57	84
PGBD1	204	241	169	180	614	569	795	1225
PGBD2	21	28	22	15	133	127	211	294
PGBD4	38	38	19	23	75	63	97	143
PGBD5	129	135	138	96	147	92	195	289
PGD	4146	5466	3082	3465	2174	2122	3095	4518
PGGHG	28	30	23	27	173	134	227	303
PGGT1B	423	488	329	340	444	386	678	806
PGK1	7065	9141	5849	6104	7329	6801	11877	16836
PGM1	1136	1442	953	949	1439	1239	2049	2674
PGM2	1522	1761	1141	1238	1283	1251	1860	2630
PGM2L1	362	369	284	296	207	202	251	334
PGM3	2094	2406	1779	1842	1246	1057	1831	2630
PGP	603	751	516	483	568	510	893	1219
PGPEP1	145	167	126	108	31	17	36	43
PGRMC1	2447	3126	2166	1989	1838	1719	2959	3889
PGRMC2	585	618	427	499	255	261	283	472
PGS1	298	333	244	212	412	379	588	854
PHACTR1	42	30	33	37	36	29	36	69
PHACTR2	296	321	207	230	498	476	747	1153
PHACTR4	472	567	373	395	639	572	559	1098
PHAX	1146	1305	927	981	1156	968	1576	2128
PHB	1869	2293	1342	1416	3401	3066	5716	7566
PHB2	6625	8302	5077	5638	4277	3635	6702	9651
PHC1	14	11	8	15	57	37	45	81
PHC2	426	518	333	354	757	642	1028	1593
PHC3	317	311	224	213	679	549	747	1234
PHETA1	27	29	9	15	25	29	37	36
PHEX	2	0	2	8	24	13	16	25
PHF1	56	81	50	56	183	144	218	284
PHF10	608	674	506	580	1543	1386	1588	2753
PHF11	146	186	141	145	31	23	47	73
PHF12	302	382	181	180	384	370	335	612
PHF13	378	470	246	261	194	148	161	229
PHF14	714	960	676	736	2164	2104	2975	3871
PHF19	339	453	247	274	321	327	414	688
PHF2	305	432	324	255	687	573	846	1258
PHF20	297	320	264	242	958	961	1209	1775
PHF20L1	296	377	265	264	1515	1417	2288	3275
PHF21A	172	212	165	167	168	128	144	243
PHF21B	14	7	8	7	52	37	42	70
PHF23	531	760	387	328	642	685	814	1081
PHF3	1979	1974	1504	1608	5744	5103	7948	11173
PHF5A	527	699	460	388	528	463	718	1063
PHF6	1697	2029	1288	1502	2196	2060	3361	4800
PHF7	7	6	6	5	73	63	80	131
PHF8	1093	1561	1022	989	1568	1453	1551	2567
PHGDH	5235	6526	4427	4139	4726	4605	6536	8742
PHIP	2876	3536	2446	2682	4699	4359	5809	8495
PHKA1	859	948	730	739	1278	1168	1816	2615
PHKA2	545	604	566	508	908	753	1102	1754
PHKB	433	428	363	403	1335	1090	1740	2622
PHKG1	1	2	0	0	50	41	49	80
PHKG2	311	321	239	248	843	751	1272	1828
PHLDA3	150	264	128	150	31	34	49	57
PHLDB1	268	304	189	175	200	200	259	399
PHLDB2	136	141	114	110	234	203	312	469
PHLDB3	151	179	139	119	76	81	93	145
PHLPP1	428	637	379	411	589	485	587	982
PHLPP2	225	261	215	203	854	744	1069	1539
PHOSPHO2	39	27	23	36	176	141	184	281
PHPT1	1230	1756	1332	1299	457	398	713	1012
PHRF1	775	1093	738	666	1664	1508	2117	3166
PHTF1	128	190	105	115	758	755	1073	1571
PHTF2	368	444	328	326	711	683	971	1451
PHYH	381	419	325	314	160	163	269	393
PHYHD1	34	36	26	24	289	199	352	474
PHYKPL	101	82	59	70	440	401	502	860
PI4K2A	132	154	66	85	25	27	38	71
PI4K2B	34	47	36	24	43	57	54	81
PI4KA	1580	1839	1382	1283	2667	2277	2930	4980
PI4KB	998	1256	852	872	1873	1807	2821	4307
PIAS1	712	787	560	582	672	598	904	1296
PIAS2	342	372	271	267	528	462	821	1182
PIAS3	314	404	248	255	347	268	367	648
PIAS4	313	492	273	238	347	332	461	648
PIBF1	564	543	426	485	952	907	1180	1833
PICALM	1717	1846	1217	1374	1653	1446	2460	3588
PICK1	397	518	342	365	569	509	864	1320
PIDD1	56	84	86	64	255	245	312	432
PIEZO1	705	799	801	636	1728	1435	1737	3065
PIF1	93	115	59	77	185	169	235	340
PIGA	195	185	160	159	569	512	888	1200
PIGB	117	130	121	120	183	160	306	390
PIGBOS1	32	51	19	37	27	33	38	51
PIGC	189	248	161	163	423	388	643	903
PIGF	137	139	89	90	237	234	427	678
PIGG	633	839	638	595	907	776	1182	1654
PIGH	139	158	129	126	146	91	252	369
PIGK	1162	1159	950	887	1503	1450	2502	3668
PIGL	114	113	84	87	182	153	230	356
PIGM	543	671	448	399	314	279	476	640
PIGN	243	240	210	208	709	652	1162	1768
PIGO	483	636	388	425	533	433	738	1101
PIGP	375	463	302	356	192	191	356	445
PIGQ	375	483	337	259	440	394	642	957
PIGS	623	819	625	536	870	721	1146	1727
PIGT	995	1081	895	847	690	531	1007	1463
PIGU	292	386	298	248	246	244	572	746
PIGV	38	57	48	45	82	71	135	197
PIGW	306	406	276	293	745	603	1167	1789
PIGX	216	275	211	204	285	243	371	550
PIGY	85	82	60	54	368	324	632	835
PIH1D1	585	678	445	429	925	803	1284	1803
PIH1D2	30	58	34	38	45	43	82	129
PIK3AP1	80	99	84	82	71	54	109	124
PIK3C2A	1335	1301	938	1004	3712	3233	4871	7396
PIK3C2B	87	95	66	74	228	134	151	308
PIK3C3	854	930	716	703	699	708	1038	1500
PIK3CA	205	267	158	183	490	405	701	971
PIK3CB	271	247	222	235	792	657	664	1269
PIK3CD	73	62	49	38	42	51	58	89
PIK3IP1	16	19	14	20	20	20	16	28
PIK3R1	247	295	235	230	413	362	504	742
PIK3R3	19	48	24	26	47	63	62	81
PIK3R4	1232	1570	1088	1131	2010	1789	2916	4165
PIKFYVE	784	870	660	617	1918	1689	2470	3755
PILRB	5	5	9	3	314	239	359	577
PIM1	253	329	255	232	102	86	134	223
PIM2	280	356	256	238	263	212	420	574
PIM3	872	1209	801	774	479	428	617	886
PIMREG	435	747	315	372	250	236	389	533
PIN1	1267	1613	1106	1011	580	598	859	1189
PIN4	825	1176	773	865	562	568	967	1381
PINK1	1389	1688	1043	1066	615	513	1040	1482
PINX1	189	249	128	160	277	308	453	638
PIP4K2A	482	585	407	397	439	440	627	859
PIP4K2B	299	376	270	225	374	345	479	754
PIP4K2C	546	702	466	466	299	291	394	578
PIP4P1	280	307	212	209	269	239	426	606
PIP4P2	143	149	102	126	38	37	61	92
PIP5K1A	1018	1062	720	817	1577	1374	2193	3099
PIP5K1B	26	21	14	13	44	35	56	103
PIP5K1C	157	258	116	128	180	167	185	322
PIP5KL1	5	7	7	2	15	18	16	34
PIR	203	293	181	172	304	284	482	624
PISD	287	426	258	261	451	426	607	922
PITHD1	903	1064	703	767	448	441	727	1107
PITPNA	850	1086	711	768	535	497	718	1075
PITPNB	1284	1411	959	1086	957	999	1045	1775
PITPNC1	65	95	57	63	121	109	183	256
PITPNM1	59	97	92	51	194	186	320	427
PITPNM2	29	31	17	30	82	52	102	161
PITPNM3	12	11	9	12	34	35	54	57
PITRM1	2496	2959	1971	2067	2636	2233	4225	6175
PITX1	334	472	266	291	236	178	374	479
PITX2	187	218	140	130	88	86	135	154
PJA1	673	849	480	545	731	738	1204	1576
PJA2	2281	2649	1834	2168	1531	1415	2218	3000
PJVK	6	0	4	4	26	29	40	58
PKD1	166	103	224	141	828	664	910	1449
PKD1L1	1	0	3	1	51	33	40	67
PKD2	101	142	125	119	811	823	914	1480
PKD2L2	0	0	0	0	20	20	33	57
PKDCC	22	31	24	21	123	97	134	201
PKDREJ	1	3	4	1	41	36	43	73
PKIA	33	25	23	26	36	33	70	88
PKIB	90	93	80	75	21	21	27	45
PKIG	65	64	32	39	55	60	75	119
PKM	19973	28572	16813	16844	16179	15638	23498	32142
PKMYT1	679	930	502	545	467	398	665	945
PKN1	1383	1756	1154	1106	1551	1413	2207	3021
PKN2	2039	2209	1644	1743	3019	2822	3797	5546
PKN3	524	556	373	485	471	402	661	976
PKNOX1	390	403	283	309	461	395	626	1038
PKNOX2	37	38	30	38	69	48	93	134
PKP2	689	830	551	552	323	279	445	613
PKP4	298	344	254	228	2001	1654	2970	4310
PLA2G12A	34	38	29	19	33	41	45	63
PLA2G15	116	182	116	99	102	98	138	207
PLA2G16	331	291	221	242	60	52	88	88
PLA2G4A	105	97	79	70	577	484	854	1163
PLA2G6	52	61	67	41	156	133	218	289
PLA2G7	28	15	22	20	16	18	37	51
PLAA	1307	1493	1067	1121	1315	1221	1935	2820
PLAC1	245	216	181	203	31	39	93	100
PLAG1	57	81	38	47	129	125	191	286
PLAGL1	5	9	3	3	385	347	405	683
PLAGL2	145	161	102	97	369	290	308	539
PLAT	421	508	423	389	385	404	724	931
PLAUR	119	145	101	79	50	43	56	77
PLBD2	629	771	591	566	270	206	185	438
PLCB1	191	192	155	148	421	427	590	838
PLCB3	288	344	278	232	781	661	1018	1478
PLCB4	177	200	155	129	300	256	345	559
PLCD1	20	29	23	24	90	74	100	185
PLCD3	134	167	124	118	212	173	300	439
PLCD4	2	1	4	1	122	86	93	214
PLCE1	179	170	147	151	470	391	494	858
PLCG1	1623	1858	1374	1382	2223	1914	2694	4367
PLCG2	163	180	156	143	240	236	326	518
PLCH1	210	200	148	229	465	466	633	951
PLCL1	36	35	30	43	44	41	85	67
PLCL2	351	402	263	297	787	652	1020	1573
PLCXD1	250	302	204	207	274	231	327	458
PLCXD2	11	15	13	12	60	51	88	117
PLD1	228	297	207	217	103	109	164	239
PLD2	130	156	110	84	241	196	326	527
PLD3	2593	3006	2219	2223	781	643	1080	1626
PLD6	169	214	154	145	254	194	346	516
PLEC	304	457	418	327	1685	1316	1061	2361
PLEKHA1	299	302	221	209	631	510	887	1184
PLEKHA2	147	167	133	129	42	37	47	98
PLEKHA3	81	125	89	83	210	179	288	470
PLEKHA5	448	543	372	376	631	579	916	1285
PLEKHA7	234	319	204	194	215	167	205	296
PLEKHA8	54	61	58	47	357	334	438	684
PLEKHB2	756	972	611	633	545	537	699	1055
PLEKHF1	185	256	143	131	22	21	20	35
PLEKHF2	126	141	105	112	135	120	198	235
PLEKHG1	220	232	174	167	76	57	103	136
PLEKHG2	529	605	474	479	248	166	223	373
PLEKHG3	270	330	236	212	447	413	549	828
PLEKHG4	144	178	125	109	566	518	834	1298
PLEKHG5	57	77	66	48	102	87	143	201
PLEKHH1	111	171	128	119	355	324	362	607
PLEKHH2	135	144	97	97	232	232	274	440
PLEKHH3	95	139	66	78	160	147	170	240
PLEKHJ1	382	503	374	331	284	275	436	618
PLEKHM1	68	66	53	50	173	128	156	335
PLEKHM2	431	557	447	358	810	702	1182	1636
PLEKHM3	172	189	156	149	405	338	495	825
PLEKHO1	126	155	103	111	320	307	492	698
PLEKHO2	35	38	27	31	35	34	40	64
PLGRKT	211	245	174	186	128	137	229	360
PLIN2	2	2	0	3	484	505	721	1066
PLIN3	553	640	410	404	265	240	431	539
PLIN4	0	1	2	5	35	30	31	70
PLK1	3061	3891	2745	2728	1818	1546	2109	3043
PLK2	182	186	177	215	114	81	208	268
PLK3	97	67	72	68	29	29	33	59
PLK4	249	205	181	184	1520	1322	2486	3455
PLOD1	1282	1541	1101	1076	851	819	1277	1820
PLOD2	941	988	831	818	1713	1749	2606	3593
PLOD3	597	766	543	458	548	506	565	900
PLPBP	539	676	418	456	298	253	500	627
PLPP1	151	161	132	126	140	97	190	325
PLPP3	114	125	78	78	50	37	77	110
PLPP5	82	120	87	81	125	101	187	251
PLPP6	156	169	101	94	42	31	53	74
PLPPR2	51	81	53	67	109	81	123	206
PLPPR3	46	41	53	66	14	24	27	51
PLRG1	1983	2263	1508	1685	2124	1770	3396	4846
PLS1	1002	987	779	889	720	681	1074	1542
PLS3	9235	9641	7495	7901	15083	14409	22495	31645
PLSCR1	590	683	429	444	538	489	733	996
PLSCR3	39	63	32	45	29	31	45	61
PLSCR4	11	24	7	20	22	26	16	39
PLTP	13	9	8	5	247	173	313	464
PLXDC2	57	83	76	80	186	140	242	394
PLXNA1	521	611	619	522	1769	1513	2007	3426
PLXNA2	83	95	98	84	168	112	125	263
PLXNA3	276	342	335	240	324	298	319	591
PLXNB1	85	111	126	93	175	174	204	279
PLXNB2	1186	1635	1486	1262	962	828	956	1667
PLXNC1	13	18	15	20	150	115	144	260
PLXND1	181	237	211	236	189	177	240	444
PM20D1	0	0	1	0	63	41	34	64
PM20D2	1487	1692	1123	1250	813	776	1013	1347
PMAIP1	1443	1370	1099	1367	79	72	198	212
PMCH	1	0	0	0	201	169	329	473
PMEL	31	28	19	24	20	14	26	40
PMEPA1	58	65	33	30	20	15	26	54
PMF1	375	389	251	269	252	292	392	596
PMF1-BGLAP	425	384	275	310	169	149	329	497
PMFBP1	4	1	6	1	63	62	67	143
PML	449	641	387	387	140	106	125	230
PMM1	308	448	300	258	174	160	180	270
PMM2	156	180	158	139	472	468	600	908
PMP22	161	261	148	171	39	38	97	165
PMPCA	2539	3235	2219	2229	1817	1702	2737	3782
PMPCB	4063	4296	3462	3422	2169	1974	3262	4697
PMS1	580	557	417	483	1144	1110	1549	2303
PMS2	229	220	189	175	404	388	582	795
PMVK	431	530	357	351	164	162	233	293
PNCK	5	3	7	8	19	10	19	41
PNISR	1215	1387	1032	1238	2741	2600	4369	5599
PNKD	261	322	250	215	97	83	148	181
PNKP	178	203	128	140	404	427	514	732
PNMA1	766	1073	556	540	710	593	720	1167
PNMA2	664	810	509	494	138	121	181	251
PNMA8A	3	3	2	1	439	477	629	741
PNN	1951	2515	1566	1808	5049	5223	8215	8433
PNO1	549	651	486	504	787	678	1171	1627
PNP	1908	2141	1418	1468	1237	1108	2077	2984
PNPLA2	1201	1483	965	888	424	353	413	771
PNPLA3	100	105	90	87	251	194	265	437
PNPLA4	1	1	0	0	49	42	106	130
PNPLA6	257	358	247	238	406	322	395	760
PNPLA7	3	4	6	3	34	23	20	59
PNPLA8	380	438	324	369	509	520	969	1343
PNPO	703	829	551	568	451	380	495	720
PNPT1	1139	1412	982	1004	2410	2088	3371	5079
PNRC1	498	723	456	553	384	389	572	892
PNRC2	29	36	33	34	197	200	382	454
POC1A	331	421	245	236	497	417	703	1018
POC1B	297	288	225	207	240	185	293	475
POC5	358	429	286	314	448	401	615	958
PODXL	536	657	475	508	115	96	172	219
PODXL2	937	1202	858	922	989	841	1535	2158
POFUT1	486	578	452	442	550	534	848	1239
POFUT2	195	294	163	165	234	247	299	412
POGK	441	566	405	364	1687	1648	2208	3255
POGLUT1	139	175	146	140	372	307	487	756
POGZ	1455	1564	1131	1160	1833	1528	1492	2703
POLA1	1897	2425	1860	1846	5203	5053	6514	9506
POLA2	62	70	47	41	85	60	156	204
POLB	399	483	242	336	582	494	839	1215
POLD1	942	1256	736	701	1855	1553	2629	3822
POLD2	1683	2205	1219	1367	1815	1692	3069	4318
POLD3	508	532	414	426	970	857	1494	2225
POLDIP2	1391	1661	1123	1131	1131	962	1518	2190
POLDIP3	1365	1701	997	1106	661	622	1243	1636
POLE	2630	3385	2590	2375	4829	4176	5688	9003
POLE2	611	604	449	432	688	540	1044	1540
POLE3	527	744	520	416	977	1047	1611	2171
POLE4	255	409	241	209	374	409	470	690
POLG	471	616	380	358	2884	2591	3699	5705
POLG2	129	178	96	118	509	563	623	797
POLH	322	427	306	318	612	516	789	1156
POLI	165	113	115	98	208	178	282	366
POLK	472	456	266	314	794	685	902	1404
POLL	246	295	186	202	320	289	428	652
POLM	141	189	115	132	165	117	188	272
POLN	29	29	27	25	315	276	358	551
POLQ	536	645	485	438	4282	3958	5214	7894
POLR1A	1379	1912	1283	1251	3087	2510	3212	5362
POLR1B	1145	1423	902	906	3294	2828	4197	6266
POLR1C	1187	1491	963	906	1168	1098	2020	2768
POLR1D	621	655	441	462	695	637	1184	1735
POLR1E	657	802	525	567	1402	1233	1977	2926
POLR2A	1725	2232	1628	1565	2487	2024	1782	3939
POLR2B	4872	5347	4040	4185	7660	7671	12036	16946
POLR2C	1299	1583	1076	1039	1312	1202	2211	3019
POLR2D	595	615	456	519	229	201	435	587
POLR2E	2250	2681	1692	1694	823	703	1526	1891
POLR2F	697	1012	517	570	1287	1391	1759	2498
POLR2G	1492	1683	1138	1119	1163	1128	1909	2847
POLR2H	1018	1389	894	937	816	712	1169	1659
POLR2I	1648	2019	1356	1359	663	674	1032	1406
POLR2J	48	55	23	32	77	54	198	269
POLR2K	600	623	484	489	348	328	617	907
POLR2L	1622	2241	1200	1200	539	536	912	1351
POLR2M	24	23	14	16	29	34	31	45
POLR3A	1606	2052	1312	1359	2630	2376	3026	4825
POLR3B	927	1196	806	820	1459	1334	1988	2746
POLR3C	994	1261	763	872	1079	956	1691	2470
POLR3D	469	602	403	359	560	503	685	986
POLR3E	476	560	365	345	1713	1617	2497	3506
POLR3F	632	780	432	515	301	287	516	717
POLR3G	146	114	90	91	215	200	255	353
POLR3GL	84	98	94	61	221	180	314	327
POLR3H	508	650	407	409	589	493	892	1301
POLR3K	958	1427	686	803	437	410	588	813
POLRMT	316	405	269	230	848	744	1100	1560
POM121	101	143	92	105	365	263	286	589
POM121C	82	120	87	69	199	134	129	288
POMGNT1	338	393	306	280	845	755	1260	1787
POMGNT2	144	228	142	166	507	419	882	1137
POMK	636	711	623	600	1168	996	1359	2140
POMP	4454	4708	3539	3467	1799	1796	3110	4322
POMT1	608	823	574	486	705	560	940	1372
POMT2	106	212	131	121	566	437	760	1074
PON2	545	599	551	487	554	494	842	1265
POP1	589	817	548	534	1349	1226	2112	2860
POP4	2151	2452	1595	1770	482	482	805	1212
POP5	601	720	483	490	412	368	621	913
POP7	781	981	586	596	681	629	1084	1458
POPDC3	27	44	20	38	94	88	214	233
POR	714	939	672	656	817	753	1305	1897
PORCN	39	61	44	34	95	76	149	166
POT1	430	367	294	292	550	520	968	1376
POU2F1	505	571	325	318	377	309	561	808
POU3F2	280	386	156	196	71	85	115	135
POU3F3	53	64	69	61	36	38	61	82
POU4F1	72	136	79	64	106	115	182	235
PP2D1	0	0	0	0	39	31	28	60
PPA1	5016	5468	4268	4643	4696	4354	6754	9455
PPA2	1111	1312	933	856	1868	1943	2560	3795
PPAN	169	220	86	125	222	238	229	361
PPARA	34	21	18	13	93	83	106	146
PPARD	58	83	70	55	120	87	116	175
PPARG	237	257	145	150	351	304	563	784
PPARGC1B	192	275	220	149	368	328	274	506
PPAT	1080	1291	880	938	1701	1676	2506	3483
PPCDC	212	263	158	178	266	242	325	481
PPCS	368	426	265	295	230	184	309	487
PPDPF	744	934	482	589	91	81	142	240
PPFIA1	770	866	590	573	2148	1858	2708	4052
PPFIA2	42	48	26	32	68	57	76	113
PPFIA3	83	97	58	73	260	179	308	435
PPFIA4	5	4	9	4	53	53	60	113
PPFIBP1	502	572	436	475	524	458	715	957
PPFIBP2	17	21	13	9	52	36	71	102
PPHLN1	1650	1744	1215	1399	1066	1033	1663	2282
PPIA	1414	2273	1279	1338	1150	983	2430	3273
PPIB	4234	5974	3725	3769	3652	3415	6092	8514
PPIC	785	1115	682	663	254	221	329	472
PPID	1191	1319	788	853	1041	1048	1706	2318
PPIE	1363	1490	1076	1031	742	732	1103	1568
PPIF	2933	3941	2337	2348	900	768	1568	2117
PPIG	1040	1310	898	1077	2349	2337	3856	4169
PPIH	805	1052	743	733	990	890	1400	2030
PPIL1	1164	1369	791	1090	630	629	1114	1549
PPIL2	737	889	603	547	637	559	942	1412
PPIL3	205	245	155	150	328	263	486	700
PPIL4	1448	1803	1102	1219	1515	1447	1990	2840
PPIL6	25	37	18	26	31	39	35	74
PPIP5K1	48	41	37	35	133	117	161	238
PPIP5K2	703	789	672	635	1719	1630	2226	3456
PPL	11	13	12	11	40	26	47	61
PPM1A	392	443	269	314	711	737	873	1340
PPM1B	67	80	76	47	80	94	153	205
PPM1D	619	840	591	606	646	618	790	1302
PPM1E	533	631	433	467	293	298	367	564
PPM1F	759	931	567	547	831	763	1159	1637
PPM1G	3073	3791	2561	2309	3756	3437	5487	7165
PPM1H	147	193	155	120	158	120	197	308
PPM1K	193	297	171	169	317	321	360	581
PPM1L	261	289	207	223	138	102	151	232
PPM1M	16	18	16	13	105	105	125	180
PPM1N	8	13	6	3	27	26	30	39
PPME1	987	1275	777	762	721	638	810	1277
PPOX	203	231	143	138	218	174	290	437
PPP1CA	2506	3408	2117	2120	2318	1995	3496	4813
PPP1CB	2158	2713	1823	1950	2182	2186	3145	4306
PPP1CC	4456	5204	3575	3848	4163	4117	6110	8805
PPP1R10	1258	1850	977	1103	1159	984	1206	2047
PPP1R11	180	234	140	151	117	111	132	168
PPP1R12A	2130	2285	1628	1810	2064	1901	2948	4182
PPP1R12B	53	41	48	41	458	357	389	709
PPP1R12C	125	130	109	95	464	495	703	839
PPP1R13B	343	427	324	378	359	262	374	665
PPP1R13L	65	64	54	70	50	29	27	46
PPP1R14A	112	119	87	67	24	24	26	37
PPP1R14B	51	101	66	80	761	739	915	1400
PPP1R14C	229	334	221	206	80	72	99	160
PPP1R15A	74	86	53	74	284	302	447	667
PPP1R15B	657	808	579	592	2538	2387	3486	5379
PPP1R16A	58	55	33	29	253	228	332	451
PPP1R18	67	138	62	64	57	52	66	96
PPP1R2	265	365	174	247	283	267	402	520
PPP1R21	174	175	140	148	451	361	484	792
PPP1R26	123	193	117	87	396	393	523	732
PPP1R35	317	582	245	281	331	333	415	556
PPP1R37	100	140	80	90	287	273	447	591
PPP1R3B	86	106	83	75	79	83	80	133
PPP1R3F	51	70	45	37	64	79	108	153
PPP1R7	1615	1811	1222	1236	968	1001	1550	2014
PPP1R8	932	1005	655	749	1716	1449	2880	4045
PPP1R9A	192	224	165	164	591	569	782	1130
PPP1R9B	337	478	329	272	665	697	753	985
PPP2CA	5861	6237	4427	4713	1765	1644	2630	3578
PPP2CB	902	1034	738	705	437	407	670	908
PPP2R1A	5708	7315	4660	4588	3687	3287	4914	7624
PPP2R1B	1231	1417	1057	1011	1544	1473	2224	2991
PPP2R2A	2558	2917	2053	2282	1427	1202	1665	2841
PPP2R2C	39	51	38	31	20	27	47	68
PPP2R2D	254	275	206	209	768	693	969	1513
PPP2R3A	205	197	179	176	314	280	423	591
PPP2R3B	195	275	181	163	361	308	484	678
PPP2R3C	286	314	202	219	475	473	829	1159
PPP2R5A	226	236	204	177	856	689	1193	1634
PPP2R5B	37	40	28	36	136	125	178	259
PPP2R5C	1046	1027	747	846	1616	1516	2437	3325
PPP2R5D	1318	1642	1036	1019	1310	1090	1903	2910
PPP2R5E	561	608	444	483	399	368	471	780
PPP3CA	837	941	674	704	650	584	942	1380
PPP3CB	854	1097	805	709	859	797	898	1327
PPP3CC	202	202	184	137	262	233	363	481
PPP3R1	105	181	94	100	38	37	67	106
PPP4C	2243	2518	1834	1721	1811	1628	2973	3943
PPP4R1	779	958	649	620	1281	1158	1758	2575
PPP4R2	456	524	395	420	2002	2196	2653	3709
PPP4R3A	1526	1752	1329	1289	2508	2350	3488	5141
PPP4R3B	459	531	375	325	1758	1795	2400	3570
PPP4R4	114	99	97	91	154	123	150	282
PPP5C	2164	2552	1709	1717	1949	1779	2847	4214
PPP6C	1635	1810	1339	1353	1149	983	1561	2345
PPP6R1	1055	1425	898	857	1396	1143	1835	2715
PPP6R2	273	344	256	233	1374	1204	1831	2680
PPP6R3	1667	1986	1475	1478	3495	3187	5294	7797
PPRC1	1077	1426	1018	952	2515	1958	2364	4255
PPT1	1793	2360	1698	1630	1145	1017	1791	2620
PPT2	84	84	50	57	114	116	154	220
PPTC7	342	308	241	246	204	174	262	375
PPWD1	680	788	495	627	1477	1425	2184	2965
PQBP1	1153	1600	894	898	972	980	1518	2232
PQLC1	85	100	75	82	106	118	208	285
PQLC2	235	340	191	173	100	100	146	208
PQLC3	49	46	44	37	17	25	44	53
PRADC1	36	38	40	33	61	59	141	180
PRAF2	296	331	252	225	30	27	16	36
PRAG1	95	97	54	74	41	47	43	62
PRAME	395	508	353	344	451	463	625	1014
PRC1	2632	3147	2301	2377	5208	4794	7756	10930
PRCC	1087	1559	955	986	941	919	1079	1622
PRCP	1076	1216	1024	978	865	740	1401	1958
PRDM10	201	212	144	127	362	334	456	674
PRDM11	23	53	49	57	106	80	100	158
PRDM13	176	195	105	126	42	26	53	67
PRDM15	164	206	112	118	346	337	437	640
PRDM16	139	159	114	128	55	50	71	141
PRDM2	496	654	468	464	672	567	688	1274
PRDM4	360	401	307	301	966	792	1229	1925
PRDM5	59	70	42	40	261	251	378	520
PRDM6	147	199	109	123	91	68	92	152
PRDX1	14425	20719	11844	13159	9976	9114	17375	23625
PRDX2	5997	7799	4421	5025	2896	2795	4458	6302
PRDX3	6837	7282	5436	5482	4082	3424	6553	9643
PRDX4	3693	4194	3455	3345	3900	3619	6383	9186
PRDX5	1012	1225	907	821	973	1019	1492	1945
PRDX6	3384	4594	2926	2998	4257	3988	6652	9170
PREB	525	681	414	356	1060	1023	1572	2223
PRELID1	452	536	457	413	1984	2024	2687	3931
PRELID2	93	101	86	85	114	97	139	199
PRELID3A	27	31	32	21	48	53	57	77
PRELID3B	1644	1948	1253	1325	1408	1364	2212	3064
PREP	1763	1964	1341	1365	1009	916	1275	2019
PREPL	1473	1588	1158	1161	1634	1412	2230	3350
PREX1	121	127	122	128	120	128	156	215
PREX2	127	102	86	92	144	129	188	241
PRG4	0	0	0	0	85	77	105	140
PRICKLE1	305	363	254	236	156	128	157	268
PRICKLE2	87	79	50	66	14	17	20	45
PRICKLE3	143	165	111	110	112	91	105	180
PRIM1	1164	1125	907	936	788	638	1296	1826
PRIM2	726	686	520	554	669	634	885	1377
PRIMPOL	229	222	180	166	261	227	354	531
PRKAA1	1081	1339	884	949	907	805	1093	1659
PRKAA2	656	796	505	497	891	834	1097	1624
PRKAB1	495	569	417	416	252	210	338	466
PRKAB2	138	166	109	122	176	125	280	364
PRKACA	1502	1843	1085	1012	459	354	319	628
PRKACB	267	291	230	226	391	357	490	694
PRKAG1	1139	1490	956	1076	777	734	1263	1721
PRKAG2	115	157	124	118	138	138	166	226
PRKAR1A	3512	4374	2882	2916	2022	2060	3110	4080
PRKAR1B	486	653	367	378	355	367	458	675
PRKAR2A	734	856	623	620	1375	1394	1809	2642
PRKAR2B	768	777	607	593	298	323	364	554
PRKCA	621	647	536	514	337	314	366	593
PRKCB	163	155	123	99	15	19	23	46
PRKCD	520	578	400	422	270	244	313	473
PRKCE	56	79	67	67	180	143	233	342
PRKCH	207	240	168	165	85	65	112	176
PRKCI	508	584	426	416	859	787	1189	1728
PRKCQ	181	188	151	164	116	114	173	256
PRKCSH	6816	9257	5963	6085	1872	1747	2076	3786
PRKCZ	262	315	207	233	358	350	568	817
PRKD1	284	334	300	274	279	255	333	565
PRKD2	336	398	281	278	353	273	423	656
PRKD3	523	576	377	434	2107	1841	2814	4189
PRKDC	23998	26968	22561	21692	37438	33219	45947	71420
PRKG1	292	347	277	274	203	208	234	359
PRKN	2	6	6	2	25	15	23	28
PRKRA	552	589	402	461	749	637	1120	1635
PRKRIP1	270	341	195	213	231	257	378	480
PRKX	1	1	0	0	218	203	241	380
PRMT1	3669	4854	3061	3061	4492	3867	8415	11803
PRMT2	251	328	207	203	908	854	1188	1736
