	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
MPHOSPH9	492	558	304	196	3334	2874	2367	2923
MPI	955	1140	496	327	1651	1459	1300	1522
MPLKIP	553	766	374	244	280	247	211	289
MPND	80	104	44	16	152	146	112	151
MPP1	974	1093	491	328	561	517	484	573
MPP2	366	438	190	117	244	224	165	207
MPP3	40	45	30	25	261	222	143	178
MPP5	400	404	206	136	830	711	495	658
MPP6	542	609	249	174	1313	1168	785	982
MPP7	454	533	200	141	200	167	138	171
MPPE1	35	50	12	13	155	166	87	112
MPRIP	301	396	130	72	3593	3332	2180	2948
MPST	682	886	306	171	588	512	445	474
MPV17	346	424	202	125	376	377	214	309
MPV17L2	352	471	211	137	126	90	116	125
MPZL1	656	713	364	178	608	514	372	482
MPZL3	59	45	22	21	39	35	23	38
MR1	78	82	42	25	60	51	37	56
MRAP	1	0	0	0	92	65	58	74
MRAS	21	31	14	16	55	41	52	54
MRE11	1197	1389	670	420	1850	1782	1253	1618
MREG	79	103	37	24	227	170	127	162
MRFAP1	1225	2159	799	570	1193	1422	770	1114
MRFAP1L1	226	351	195	111	392	474	298	387
MRGBP	131	160	60	48	357	358	259	309
MRI1	660	830	368	220	839	733	639	704
MRM1	59	71	35	16	113	94	66	66
MRM2	229	343	154	80	331	286	260	320
MRM3	649	738	411	255	644	606	545	598
MRNIP	105	120	66	42	342	296	234	263
MROH1	65	64	41	22	265	249	142	178
MROH6	14	18	11	6	24	25	18	22
MROH8	211	328	242	128	155	167	85	134
MRPL1	576	701	302	187	996	1001	726	973
MRPL10	700	841	340	223	249	243	262	342
MRPL11	601	810	337	185	1234	1247	929	1159
MRPL12	52	86	35	14	129	93	63	98
MRPL13	1761	1999	1006	680	1268	1095	916	1141
MRPL14	1565	2098	1011	619	756	670	588	672
MRPL15	1203	1451	673	462	1468	1421	1249	1610
MRPL16	1447	1782	806	521	1340	1317	893	1172
MRPL17	1274	1406	650	422	838	757	706	839
MRPL18	971	1193	592	317	1202	1209	890	1109
MRPL19	1309	1718	725	486	1843	1650	1131	1491
MRPL2	1306	1385	661	456	527	484	419	475
MRPL20	2796	3112	1413	810	1809	1818	1316	1607
MRPL21	1054	1179	536	337	1206	1118	839	1061
MRPL22	1802	1900	961	638	622	566	489	658
MRPL23	1337	1500	623	380	1111	991	769	1026
MRPL24	1343	1699	740	433	1062	1071	800	1064
MRPL27	1166	1647	766	463	651	562	563	720
MRPL28	3447	4242	1892	1122	1182	1140	1048	1243
MRPL3	2994	4020	1899	1172	3717	3398	2503	3243
MRPL32	1066	1381	677	428	693	685	593	757
MRPL33	561	659	371	296	744	682	463	618
MRPL34	380	554	245	141	213	201	128	139
MRPL35	342	463	225	167	531	506	401	493
MRPL36	266	377	206	93	204	184	139	177
MRPL37	2962	3399	1163	706	3815	3554	3332	4163
MRPL38	1078	1395	604	382	944	826	657	776
MRPL39	2116	2812	1164	797	1327	1162	1163	1358
MRPL4	2648	3293	1463	929	677	552	471	642
MRPL40	1180	1182	536	398	816	649	596	744
MRPL41	1102	1569	647	403	740	703	519	574
MRPL42	1451	1504	463	352	1057	1012	991	1224
MRPL43	1401	1630	813	487	267	251	237	359
MRPL44	1488	1868	1004	657	861	843	588	694
MRPL45	401	534	224	145	351	335	244	278
MRPL46	544	646	301	215	719	634	589	708
MRPL47	1163	1273	683	479	910	846	624	826
MRPL48	481	512	224	137	644	636	510	636
MRPL49	556	793	353	197	441	376	380	470
MRPL50	471	487	261	160	565	463	383	523
MRPL51	1590	2396	770	551	2316	2369	1670	2204
MRPL52	829	1060	510	284	679	660	497	626
MRPL53	615	867	416	270	402	374	287	343
MRPL54	362	505	219	122	526	550	387	410
MRPL55	700	1002	469	290	968	836	714	786
MRPL57	577	649	252	171	189	178	142	175
MRPL58	680	842	334	261	489	410	419	486
MRPL9	1176	1601	691	410	1345	1299	842	1091
MRPS10	904	1188	551	350	540	477	381	467
MRPS11	520	660	333	182	591	495	510	631
MRPS12	1152	1446	720	437	314	241	348	374
MRPS14	601	769	369	224	533	493	332	458
MRPS15	1627	1870	709	419	1671	1341	1436	1854
MRPS16	1460	1654	860	547	1043	860	811	1015
MRPS18A	983	1157	565	380	435	387	369	429
MRPS18B	2051	2264	1129	749	738	563	766	955
MRPS18C	562	645	262	209	647	591	443	685
MRPS2	2179	2486	1122	654	831	782	709	933
MRPS21	781	1171	550	369	1212	1167	911	1191
MRPS22	1481	1660	764	527	1541	1400	1259	1470
MRPS23	1943	2387	993	688	1250	1179	1068	1248
MRPS24	1073	1313	509	268	1139	1077	735	931
MRPS25	536	762	316	198	707	726	568	690
MRPS26	1010	1551	646	354	1071	1141	599	766
MRPS27	1305	1435	662	420	1751	1443	1261	1507
MRPS28	654	784	430	257	404	373	271	326
MRPS30	1753	2035	955	605	1147	990	784	1029
MRPS31	1528	1736	901	609	892	787	720	891
MRPS33	601	722	364	199	546	506	420	558
MRPS34	1450	2254	979	545	1403	1294	1028	1397
MRPS35	2317	2608	1037	742	1319	1321	941	1150
MRPS36	211	266	134	99	213	133	238	319
MRPS5	833	1094	371	257	1452	1454	1094	1286
MRPS6	408	554	245	175	167	189	140	189
MRPS7	1753	2136	884	595	1598	1562	1255	1533
MRPS9	1082	1166	539	338	1470	1319	1022	1341
MRRF	225	239	127	84	616	536	488	629
MRS2	416	596	282	183	1405	1317	982	1208
MRTFA	378	544	233	172	428	361	216	288
MRTFB	357	427	171	114	366	296	175	293
MRTO4	1284	1868	910	561	1166	1040	924	1233
MSANTD2	45	94	27	19	273	269	181	230
MSANTD3	102	116	48	32	300	309	204	301
MSANTD4	324	379	176	133	476	481	295	390
MSH2	3901	4069	1934	1359	4495	4171	3425	4211
MSH3	1270	1339	605	432	1816	1543	1131	1431
MSH4	1	1	1	1	66	68	53	71
MSH6	5041	6122	3126	2002	10020	9395	7125	8746
MSI1	321	353	169	93	120	93	29	56
MSI2	802	901	324	255	473	409	266	400
MSL1	195	266	68	68	630	634	339	460
MSL2	364	424	149	113	625	556	400	551
MSL3	206	302	98	69	484	496	315	456
MSMO1	1018	1114	483	335	660	634	520	635
MSMP	6	1	2	1	101	104	107	106
MSN	1424	1904	848	522	1156	1124	821	1052
MSRA	79	141	56	36	49	39	35	33
MSRB1	192	248	128	64	41	37	27	55
MSRB2	266	347	118	64	133	124	106	132
MSRB3	158	227	88	65	91	92	49	47
MSS51	3	1	1	2	77	63	53	61
MST1	1	2	0	1	127	93	67	100
MSTO1	23	59	13	11	117	105	93	132
MSX1	129	173	59	29	79	59	42	72
MSX2	603	781	484	246	105	99	85	111
MT1X	15	21	17	8	35	20	24	25
MT2A	81	83	56	17	22	20	21	34
MTA1	1521	2026	630	392	1626	1507	919	1314
MTA2	2502	2925	1258	786	4851	4069	4187	5094
MTA3	973	988	410	295	532	535	366	496
MTAP	336	457	171	113	805	700	589	699
MTBP	355	388	181	128	951	939	667	870
MTCH1	1350	1762	714	447	1760	1580	1179	1538
MTCH2	1860	2001	880	577	2479	2191	2037	2458
MTCL1	108	142	72	42	549	510	280	390
MTCP1	9	13	7	7	35	21	23	38
MTDH	1883	2124	803	568	3263	3033	2469	2820
MTERF1	286	349	183	140	398	302	269	315
MTERF2	271	277	152	81	408	411	266	389
MTERF3	787	755	328	245	690	630	557	691
MTERF4	564	627	289	194	481	492	409	517
MTF1	153	195	74	65	204	171	121	175
MTF2	807	860	358	261	1993	1908	1557	1928
MTFMT	296	336	152	99	464	333	300	412
MTFP1	49	78	36	25	33	36	25	41
MTFR1	326	328	149	70	689	699	473	623
MTFR1L	358	456	181	104	487	415	396	447
MTFR2	296	307	131	118	314	273	167	277
MTG2	356	387	198	118	357	328	237	313
MTHFD1	5790	6782	3050	2010	7019	6396	4436	6102
MTHFD1L	1461	1593	595	415	2887	2760	1766	2315
MTHFD2	1308	1407	554	304	2770	2638	2179	2733
MTHFD2L	127	138	68	58	138	124	99	112
MTHFR	158	214	101	52	206	201	153	184
MTHFS	54	94	61	24	33	37	12	13
MTHFSD	167	184	94	55	209	174	127	170
MTIF2	593	641	238	180	2227	2097	1686	2012
MTIF3	300	313	195	142	837	701	600	842
MTLN	146	196	106	60	51	33	23	33
MTM1	262	326	120	112	305	336	230	287
MTMR1	773	958	358	244	1481	1405	1024	1291
MTMR10	142	184	73	70	376	338	253	360
MTMR11	7	4	4	1	24	23	11	13
MTMR12	344	390	162	125	673	591	391	509
MTMR14	488	600	224	142	688	603	531	660
MTMR2	843	985	405	272	1499	1386	1014	1334
MTMR3	447	516	190	118	981	860	664	857
MTMR4	688	833	332	220	1957	1709	1419	1684
MTMR6	1178	1357	581	443	551	532	490	540
MTMR7	141	134	53	31	102	99	73	76
MTMR8	86	105	48	29	159	136	84	125
MTMR9	282	339	156	79	270	254	232	270
MTO1	809	849	428	323	1026	993	755	986
MTOR	2125	2651	1224	768	5118	4476	3567	4638
MTPAP	1298	1462	773	516	838	797	643	761
MTPN	1673	2295	904	650	643	576	426	612
MTR	1577	2117	1052	668	5933	5526	3901	4894
MTREX	3100	3696	1684	1080	4748	4640	3516	4213
MTRF1	214	194	86	79	253	220	159	228
MTRF1L	89	118	72	39	227	195	185	208
MTRNR2L1	1	3	1	4	46	68	30	35
MTRR	592	709	318	206	853	670	668	832
MTSS1	71	87	41	29	86	62	52	53
MTSS1L	402	518	175	117	345	314	233	293
MTURN	130	118	77	35	130	117	71	88
MTUS1	436	420	166	148	574	526	334	441
MTX1	520	586	293	184	353	290	260	329
MTX2	866	962	471	284	733	697	643	770
MTX3	231	260	116	80	369	328	257	301
MUL1	553	678	346	192	365	300	236	311
MUS81	188	234	121	84	410	331	288	387
MUTYH	145	178	69	48	226	234	181	215
MVB12A	650	754	301	184	297	296	185	267
MVB12B	143	157	56	53	111	70	74	78
MVD	214	307	126	100	324	277	273	299
MVK	248	324	118	91	287	247	227	253
MVP	66	74	33	21	14	15	10	10
MXD1	135	186	79	57	62	62	45	59
MXD3	46	72	33	26	210	170	130	164
MXD4	346	609	286	196	385	362	296	346
MXI1	418	437	179	128	280	204	202	247
MXRA7	88	160	110	46	108	113	80	116
MXRA8	2	4	4	1	19	28	24	17
MYADM	456	520	208	95	30	31	23	24
MYB	107	112	34	20	83	65	45	53
MYBBP1A	5708	7676	3430	2099	4030	3517	2311	3115
MYBL1	83	88	31	26	502	475	317	430
MYBL2	1507	1964	832	487	2790	2612	1761	2712
MYC	2591	2545	1440	886	1600	1309	1267	1695
MYCBP2	874	836	558	331	7302	6373	4614	6055
MYCL	55	67	22	25	30	37	23	26
MYD88	130	213	79	46	26	27	12	18
MYDGF	846	1238	485	316	562	568	402	555
MYEF2	957	1213	591	359	386	440	260	375
MYH10	4854	5690	2779	1886	8416	8192	4985	6697
MYH11	22	8	8	2	76	77	46	56
MYH14	641	878	329	216	438	394	264	295
MYH15	3	1	1	2	93	86	50	70
MYH3	11	10	5	1	163	153	63	96
MYH7B	1	4	2	0	31	13	16	22
MYH9	8460	11321	4508	2873	7624	6890	4365	5887
MYL12A	851	925	455	314	491	390	399	533
MYL12B	1318	1562	637	436	541	488	581	705
MYL5	26	23	16	9	70	58	57	75
MYL6	5631	7633	3583	2227	3846	3661	3521	4312
MYL6B	151	176	81	55	624	677	523	589
MYLIP	178	212	87	58	271	258	178	226
MYLK	36	55	15	12	168	133	105	148
MYLK2	1	3	0	1	21	26	11	14
MYNN	223	223	116	67	784	713	561	711
MYO10	1033	1343	496	335	776	678	469	665
MYO15A	0	1	0	0	39	33	16	18
MYO15B	6	4	7	2	46	46	22	35
MYO18A	282	372	175	84	435	414	200	294
MYO19	314	333	143	85	1276	1113	951	1195
MYO1B	1590	1949	849	617	1533	1376	1249	1494
MYO1C	1337	1488	652	357	841	738	544	658
MYO1D	913	882	436	286	752	620	459	578
MYO1E	539	566	264	166	511	472	429	483
MYO1F	8	4	3	2	23	18	11	13
MYO3A	187	156	85	62	435	339	240	323
MYO5A	838	928	317	234	936	893	610	858
MYO5B	228	292	62	42	217	180	166	210
MYO5C	441	555	195	125	732	677	406	616
MYO6	2600	3078	1452	1026	1180	1144	616	867
MYO7A	94	89	57	39	22	21	13	22
MYO9A	498	503	278	170	2959	2687	2054	2534
MYO9B	499	682	316	200	977	854	545	683
MYOF	118	125	61	41	23	16	13	19
MYOM2	120	107	53	44	118	95	71	97
MYORG	107	104	37	27	32	26	17	18
MYOT	3	5	5	1	49	51	26	40
MYPOP	46	50	14	11	48	46	19	22
MYRF	12	11	4	6	69	47	31	34
MYRIP	8	4	2	1	28	17	12	25
MYSM1	221	269	126	67	2112	2029	1111	1444
MYT1	6	8	5	2	40	28	17	26
MZF1	48	67	25	13	229	164	128	156
MZT1	537	539	264	197	266	275	182	268
MZT2A	240	333	111	78	353	364	242	297
MZT2B	503	816	272	156	973	888	796	890
N4BP2	385	445	199	140	1145	1067	770	966
N4BP2L2	1197	1321	699	476	2272	1981	1559	1941
N4BP3	24	24	17	4	26	20	21	17
N6AMT1	163	177	72	53	119	119	81	105
NAA10	2878	3843	1466	868	2594	2550	1942	2533
NAA15	4653	5133	2498	1812	5665	5223	3365	4428
NAA16	615	708	270	194	972	961	538	653
NAA20	768	1026	508	385	780	850	488	697
NAA25	1977	2143	1097	718	2974	2741	1815	2311
NAA30	194	296	119	73	311	287	179	260
NAA35	1065	1250	528	397	1436	1350	982	1224
NAA38	826	1114	606	330	860	779	696	844
NAA40	267	347	150	108	415	415	260	302
NAA50	1827	1818	922	612	2024	1972	1366	1764
NAA60	207	204	103	71	98	76	75	87
NAA80	31	29	18	18	47	29	40	41
NAAA	190	224	93	38	232	200	134	144
NAALAD2	60	36	28	16	79	85	53	49
NAB1	144	180	72	41	399	365	280	375
NAB2	161	244	62	70	90	103	50	73
NABP1	113	151	79	47	114	141	99	140
NABP2	733	905	326	196	584	502	395	534
NACA	7661	8449	3240	2050	9365	8222	7967	10286
NACC1	978	1265	450	281	705	572	318	402
NACC2	306	379	166	94	160	118	83	114
NADK	428	467	203	126	908	786	544	710
NADK2	496	572	235	155	696	697	458	599
NADSYN1	287	370	138	89	524	465	395	501
NAE1	3491	3358	1435	931	3658	3436	2742	3433
NAF1	743	915	417	273	602	614	257	372
NAGA	331	409	183	99	350	285	306	378
NAGK	304	460	188	118	206	210	171	185
NAGLU	278	327	143	72	356	300	274	286
NAGPA	80	138	66	33	210	187	171	179
NAGS	11	6	9	5	32	19	10	14
NAIF1	112	136	66	47	57	72	44	63
NAMPT	696	743	363	256	663	615	484	595
NANP	153	139	83	36	202	198	145	173
NANS	1215	1486	724	450	1561	1489	1177	1495
NAP1L1	4554	6152	1754	1126	9049	9638	5844	7858
NAP1L2	84	101	56	37	114	132	85	117
NAP1L3	125	120	78	28	466	429	326	382
NAP1L4	2344	3142	1211	770	2664	2555	1951	2363
NAPA	1169	1291	577	394	651	628	440	574
NAPB	81	96	46	25	159	129	91	115
NAPEPLD	92	101	35	28	181	169	73	78
NAPG	664	660	284	189	373	397	285	321
NAPRT	157	157	71	46	206	152	146	164
NARF	249	319	142	97	766	754	578	714
NARS	3152	3895	1689	1122	3395	3400	2652	3265
NARS2	329	408	197	124	1008	990	759	901
NASP	4544	6088	2950	1927	6265	6206	4336	6214
NAT1	76	100	71	38	100	88	83	82
NAT10	1578	2014	938	620	2591	2373	1928	2420
NAT14	100	105	32	25	193	172	160	156
NAT8L	321	389	143	96	50	57	33	42
NAT9	321	456	216	129	259	233	197	266
NAV1	226	305	142	80	343	236	123	159
NAV2	158	145	91	61	111	73	37	63
NAXD	146	172	118	60	207	178	155	169
NAXE	1950	2306	1164	709	1614	1364	1255	1577
NBAS	756	963	470	276	2293	2092	1676	2135
NBDY	383	445	175	138	140	121	107	165
NBEA	529	552	275	186	2070	1948	1162	1658
NBEAL1	347	373	180	118	993	841	591	831
NBEAL2	223	238	126	51	1340	992	621	898
NBL1	247	365	149	91	73	61	42	71
NBN	828	923	408	274	2496	2313	1883	2472
NBPF1	24	35	31	13	381	338	277	346
NBPF10	1	0	0	1	105	86	59	71
NBPF11	3	1	1	0	61	56	40	37
NBPF12	2	3	2	1	253	224	127	174
NBPF14	1	1	5	1	99	73	42	70
NBPF15	8	5	3	3	182	153	106	140
NBPF20	4	2	0	2	78	76	46	42
NBPF26	1	0	1	0	27	13	12	20
NBPF3	30	47	24	16	295	302	225	284
NBPF9	3	1	1	0	129	141	92	77
NBR1	1192	1349	738	468	1484	1375	1105	1442
NCAM1	543	748	277	163	261	245	185	223
NCAPD2	5513	6959	3455	2272	5440	4954	3451	4634
NCAPD3	2748	3086	1612	1032	4913	4137	3576	4411
NCAPG	3059	3422	1934	1256	4597	4385	3413	4372
NCAPG2	2747	3023	1344	958	3873	3358	2273	2869
NCAPH	1687	1932	940	608	2116	1917	1503	2013
NCAPH2	866	1209	540	356	1675	1522	1335	1505
NCBP1	2261	2719	1143	788	2722	2577	2014	2407
NCBP2	776	1021	500	295	360	331	281	327
NCBP3	1038	1314	532	323	1342	1302	850	1127
NCDN	995	1374	598	391	675	589	450	563
NCEH1	134	164	76	36	90	83	85	100
NCK1	279	332	146	117	475	442	320	448
NCK2	153	203	75	39	252	240	193	210
NCKAP1	3573	3585	1208	839	5459	5147	3776	4753
NCKAP5L	460	651	231	148	404	343	265	362
NCKIPSD	333	398	168	111	822	690	570	721
NCL	26831	34960	15914	10590	25918	28819	18487	25960
NCLN	1139	1474	573	304	928	868	680	862
NCOA1	418	426	170	102	845	641	562	736
NCOA2	493	492	279	183	1564	1346	1090	1325
NCOA3	623	678	204	150	999	781	601	798
NCOA4	1853	2399	1180	741	2883	2447	2338	2801
NCOA5	655	1216	486	340	889	833	591	765
NCOA6	405	489	208	130	1049	822	466	618
NCOA7	442	457	213	137	436	358	256	334
NCOR1	1068	1157	425	288	4338	3777	2690	3558
NCOR2	1003	1110	701	329	799	572	271	337
NCR3LG1	401	478	264	140	578	513	421	477
NCS1	229	355	126	95	280	242	164	228
NCSTN	1447	1605	731	433	1010	807	532	658
NDC1	1693	1897	854	548	2126	1750	1781	2234
NDC80	1184	1309	672	515	1299	1196	836	1106
NDE1	229	314	132	85	456	394	287	368
NDEL1	213	206	68	57	494	467	352	445
NDFIP1	1689	1992	849	545	665	608	389	505
NDFIP2	869	1072	571	305	548	486	401	516
NDNF	231	247	85	62	55	40	41	55
NDOR1	262	402	172	111	260	251	201	250
NDRG1	2082	2222	1071	662	306	320	265	346
NDRG2	267	345	184	110	140	108	101	128
NDRG3	906	1011	443	245	492	425	402	471
NDRG4	126	123	49	30	121	101	76	92
NDST1	187	244	156	70	701	570	369	507
NDST2	10	8	2	2	77	68	37	61
NDUFA1	1675	2134	1084	793	2234	2235	1344	1819
NDUFA10	2921	3583	1486	957	1851	1732	1398	1691
NDUFA11	342	586	162	64	358	335	385	392
NDUFA12	1730	2097	1080	670	1137	1008	823	1145
NDUFA13	726	1007	419	233	487	493	437	468
NDUFA2	1308	1911	816	528	560	496	447	562
NDUFA3	667	893	390	239	405	329	333	406
NDUFA4	1315	1430	884	512	639	469	612	798
NDUFA5	485	533	292	181	492	454	306	406
NDUFA6	1509	1722	798	514	951	933	612	802
NDUFA8	1550	1867	876	550	798	799	647	904
NDUFA9	368	592	240	143	328	292	349	358
NDUFAB1	2669	2928	1240	812	1241	1079	940	1110
NDUFAF1	445	572	308	193	415	414	279	347
NDUFAF2	182	240	77	59	229	199	219	291
NDUFAF3	1347	1574	588	353	919	816	673	815
NDUFAF4	952	1178	618	364	974	990	704	952
NDUFAF5	257	252	112	53	510	472	352	430
NDUFAF6	187	159	79	41	389	320	249	307
NDUFAF7	317	396	161	96	482	482	294	369
NDUFAF8	272	362	207	116	333	309	183	220
NDUFB1	804	858	423	289	697	618	418	558
NDUFB10	1792	2192	766	539	2276	2068	1797	2394
NDUFB11	3050	4019	1813	983	1360	1338	951	1173
NDUFB2	1748	2300	1019	622	810	738	559	695
NDUFB3	528	576	293	207	604	546	460	585
NDUFB4	1224	1387	631	368	984	781	817	1131
NDUFB5	987	1141	552	361	551	550	359	456
NDUFB6	1191	1469	781	467	1335	1179	957	1156
NDUFB7	1424	2438	961	559	771	784	579	713
NDUFB8	256	285	102	68	338	258	294	362
NDUFB9	1418	2183	921	596	1977	2013	1164	1668
NDUFC1	722	808	526	251	535	426	370	498
NDUFC2	156	171	80	60	454	565	209	305
NDUFS1	5117	5510	2634	1816	3661	3292	2637	3260
NDUFS2	3307	3950	1734	1111	2506	2318	1635	2260
NDUFS3	1833	2234	888	579	1518	1374	1155	1480
NDUFS4	774	810	318	219	605	587	452	572
NDUFS5	2685	4190	1805	1040	2164	2250	1582	2143
NDUFS6	1504	2363	805	498	601	651	403	536
NDUFS7	1160	1534	652	388	594	559	497	631
NDUFS8	2128	2463	1105	737	1144	1011	904	1252
NDUFV1	2010	2606	1132	747	3212	2920	2353	2913
NDUFV2	1347	1264	595	396	727	657	568	739
NDUFV3	1125	1318	557	444	1108	1051	751	934
NEB	10	5	5	1	316	328	161	237
NEBL	192	217	95	52	197	181	126	176
NECAB3	139	159	77	40	205	169	123	164
NECAP1	508	550	282	188	419	415	296	407
NECAP2	522	738	294	196	389	371	318	402
NECTIN1	85	133	52	18	89	71	48	74
NECTIN2	554	727	306	163	377	326	227	296
NECTIN3	133	140	81	47	990	861	765	968
NEDD1	1056	1121	463	340	866	795	643	775
NEDD4	443	447	239	162	324	303	272	320
NEDD4L	479	561	274	173	246	211	150	213
NEDD8	5	5	5	0	142	141	124	174
NEDD8-MDP1	209	230	71	46	277	333	281	363
NEDD9	66	75	39	27	31	30	15	26
NEFL	1397	1680	608	321	421	419	320	374
NEFM	231	189	97	54	677	661	363	486
NEIL1	28	33	12	11	175	154	110	149
NEIL2	76	106	41	26	80	70	58	80
NEIL3	633	750	288	231	866	789	623	708
NEK1	355	379	156	107	1398	1282	835	1044
NEK10	39	60	22	14	202	173	110	166
NEK11	31	53	13	10	100	106	59	76
NEK2	535	630	274	203	1090	1099	808	957
NEK3	366	373	174	132	429	388	322	373
NEK4	410	479	151	119	2052	1862	1538	1828
NEK6	499	569	265	141	283	257	195	255
NEK7	377	448	177	113	507	455	451	529
NEK9	796	1038	546	367	1883	1609	1246	1510
NELFA	445	617	267	156	466	447	335	466
NELFB	947	1173	449	286	1008	933	795	881
NELFCD	1822	2166	834	548	1679	1652	1298	1739
NELFE	1713	2054	925	610	1302	1155	1019	1208
NELL2	478	609	224	114	548	514	375	479
NEMF	891	1005	522	348	1867	1750	1274	1644
NEMP1	1024	1381	565	363	808	756	487	617
NEMP2	64	104	47	24	129	110	74	96
NENF	413	571	203	119	842	776	595	704
NEO1	1216	1502	597	326	1223	1057	697	979
NEPRO	442	509	253	151	1414	1292	1014	1260
NES	10	26	16	6	60	50	41	47
NET1	1267	1453	676	384	1576	1580	1300	1633
NETO2	285	320	122	67	1447	1318	1016	1343
NEU1	555	793	381	172	454	439	380	454
NEU3	240	289	117	74	354	284	257	297
NEURL2	5	3	2	1	22	20	13	23
NEURL4	382	548	200	122	1019	909	605	790
NEXMIF	0	2	2	1	40	28	37	40
NEXN	138	146	75	47	140	130	91	126
NF1	1397	1345	731	458	3636	3003	1783	2519
NF2	451	519	228	130	2004	1803	1141	1536
NFASC	12	14	6	2	34	14	16	18
NFAT5	861	849	487	314	1293	1111	736	1002
NFATC1	249	271	106	56	70	62	33	42
NFATC2IP	383	539	258	126	587	529	340	492
NFATC3	427	490	206	139	1347	1086	922	1257
NFATC4	96	116	57	27	71	53	53	56
NFE2L1	1589	1902	791	447	1099	1050	831	1037
NFE2L2	1038	1218	532	361	830	706	530	664
NFE2L3	190	203	108	50	481	428	406	558
NFIA	468	590	268	208	517	467	308	378
NFIB	492	578	319	211	223	165	134	164
NFIC	398	463	247	140	73	54	20	35
NFIL3	142	134	74	35	240	195	200	225
NFIX	245	309	100	68	110	81	28	47
NFKB1	390	506	197	118	913	934	637	792
NFKB2	285	328	128	87	162	148	75	143
NFKBIA	296	416	220	129	237	236	229	291
NFKBIB	447	606	324	143	303	239	159	219
NFKBIE	124	140	48	38	68	60	51	67
NFKBIL1	163	207	94	70	190	176	128	153
NFKBIZ	17	36	21	15	76	79	96	108
NFRKB	787	917	484	273	2004	1627	1279	1691
NFS1	441	478	220	125	347	273	221	299
NFU1	717	755	301	250	597	557	471	652
NFX1	686	853	399	273	1737	1467	1021	1355
NFXL1	768	972	485	331	1068	1013	594	825
NFYA	453	565	268	176	457	364	250	344
NFYB	429	421	215	133	345	345	295	399
NFYC	977	1269	549	341	610	511	364	611
NGDN	720	937	433	320	1268	1317	974	1218
NGEF	197	218	70	47	78	64	46	78
NGLY1	541	615	244	170	1513	1351	1127	1264
NGRN	269	365	282	149	1425	1406	1091	1482
NHEJ1	339	384	182	115	304	244	214	283
NHLRC2	1245	1399	723	495	1175	984	723	914
NHLRC3	214	273	114	75	242	229	175	221
NHP2	1644	2274	1142	580	1887	1875	1361	1887
NHS	138	118	77	49	45	32	24	36
NHSL1	558	618	351	200	298	251	160	225
NHSL2	30	26	12	8	41	33	20	30
NID1	1409	1712	691	367	1425	1183	677	946
NID2	507	580	239	120	333	269	181	242
NIF3L1	606	696	343	210	865	807	743	862
NIFK	1099	1232	616	438	1512	1285	1224	1593
NIN	581	714	297	214	3815	3576	2413	3061
NINJ1	117	117	62	30	42	37	36	40
NINL	87	102	50	21	447	426	244	292
NIP7	502	701	359	191	912	801	586	776
NIPA1	155	215	102	74	59	48	47	48
NIPA2	468	482	196	131	835	752	729	899
NIPAL1	99	124	64	43	70	60	43	60
NIPAL2	23	38	17	7	51	41	31	37
NIPAL3	207	279	149	90	349	288	241	316
NIPBL	1515	1811	972	692	4033	3534	2177	2915
NIPSNAP1	1166	1308	494	327	714	653	563	700
NIPSNAP2	1109	1119	494	284	834	818	630	856
NIPSNAP3A	584	556	265	173	464	500	336	430
NISCH	821	941	464	253	1858	1621	1167	1623
NIT1	509	545	276	166	319	261	251	309
NIT2	572	726	304	175	692	627	568	692
NKAP	896	968	381	313	1064	995	770	970
NKAPD1	259	273	146	119	808	728	652	675
NKD1	25	39	10	4	32	31	23	22
NKD2	67	107	57	30	88	76	55	68
NKIRAS1	272	301	119	98	179	185	116	155
NKIRAS2	370	460	202	134	284	287	164	251
NKRF	1691	1827	801	589	2189	1992	1469	1866
NKTR	437	561	255	195	4784	4072	3157	3947
NKX2-5	225	300	156	85	198	188	164	196
NKX6-1	90	125	58	26	44	46	27	43
NLE1	707	891	357	209	658	526	556	645
NLGN1	72	58	32	17	190	165	150	183
NLGN2	62	90	35	26	154	104	31	60
NLK	60	80	25	16	181	133	153	202
NLN	874	937	405	287	1519	1451	1064	1378
NLRC4	0	1	0	0	47	35	30	25
NLRC5	61	60	38	19	19	18	10	20
NLRP14	4	2	1	2	47	60	37	34
NLRX1	143	172	70	42	368	302	268	298
NMB	41	64	23	18	78	60	64	100
NMD3	903	1071	463	301	1736	1728	1209	1484
NME1	1936	2518	907	590	1397	1228	1227	1449
NME1-NME2	1844	2460	1538	858	254	224	141	245
NME3	526	724	373	185	323	341	223	287
NME4	1063	1323	492	312	798	699	543	651
NME5	133	139	63	47	16	19	16	16
NME6	178	215	124	72	300	258	229	269
NME7	415	517	241	162	433	410	336	369
NMI	132	118	47	41	29	32	17	23
NMNAT1	87	131	52	35	151	166	136	161
NMNAT3	16	13	8	6	16	19	22	19
NMRAL1	4	1	0	0	355	320	269	328
NMRK1	42	38	30	9	67	58	64	59
NMT1	1986	2567	1165	730	1618	1514	1445	1665
NMT2	502	517	237	158	589	563	422	508
NMU	476	484	213	126	115	92	95	108
NNT	615	710	433	243	2080	1735	1550	1896
NOA1	532	587	232	133	893	854	659	827
NOB1	690	828	380	236	819	776	560	873
