	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
ATP6V1B2	1018	947	941	714
ATP6V1C1	1195	1075	1016	807
ATP6V1C2	27	34	23	28
ATP6V1D	922	925	758	565
ATP6V1E1	1094	975	1080	749
ATP6V1E2	23	27	21	15
ATP6V1F	676	609	738	487
ATP6V1G1	974	951	887	655
ATP6V1H	1130	1079	1006	723
ATP7A	563	536	482	370
ATP7B	779	685	741	655
ATP8A1	568	522	517	369
ATP8A2	42	25	23	20
ATP8B1	164	117	83	138
ATP8B2	2169	1812	2044	1663
ATP9A	619	547	585	553
ATP9B	423	393	325	295
ATPAF1	1197	1211	945	738
ATPAF2	439	355	438	306
ATPSCKMT	268	219	224	174
ATR	3691	3327	3501	2546
ATRAID	759	677	795	520
ATRIP	829	703	826	638
ATRN	1174	1006	878	777
ATRNL1	444	443	359	255
ATRX	5123	4912	4547	3735
ATXN1	184	139	173	154
ATXN10	3020	2591	2223	2253
ATXN1L	323	313	380	331
ATXN2	970	787	692	846
ATXN2L	1496	1084	802	1362
ATXN3	291	270	266	202
ATXN7	41	43	44	37
ATXN7L1	158	109	133	122
ATXN7L2	192	157	190	185
ATXN7L3	502	436	423	360
ATXN7L3B	332	269	311	209
AUH	273	267	256	160
AUNIP	565	438	611	452
AUP1	1658	1417	1827	1264
AURKA	1445	1276	1473	1037
AURKAIP1	1393	1465	1217	876
AURKB	1508	1458	1539	1247
AUTS2	398	326	277	379
AVEN	292	290	277	217
AVIL	98	75	59	86
AVL9	823	735	709	603
AVPI1	40	32	31	28
AXIN1	796	808	720	544
AXIN2	150	143	97	95
AZI2	1020	928	1003	735
AZIN1	2608	2370	2417	1905
AZIN2	67	68	54	63
B2M	1209	1169	1066	730
B3GALNT2	1234	1169	1096	902
B3GALT1	40	27	42	26
B3GALT2	121	128	84	94
B3GALT4	26	15	11	11
B3GALT6	105	97	81	57
B3GAT2	78	73	82	61
B3GAT3	303	293	285	206
B3GLCT	415	335	379	282
B3GNT10	194	177	140	113
B3GNT2	230	203	288	171
B3GNT4	32	26	22	21
B3GNT5	114	119	118	100
B3GNTL1	54	31	33	28
B4GALNT1	58	53	61	43
B4GALNT3	422	307	373	319
B4GALNT4	208	195	148	128
B4GALT1	158	135	106	108
B4GALT2	519	438	523	367
B4GALT3	677	619	745	566
B4GALT4	274	253	207	172
B4GALT5	471	399	367	309
B4GALT6	124	100	102	100
B4GALT7	215	180	230	175
B4GAT1	659	604	590	418
B9D1	458	384	421	330
B9D2	24	27	30	20
BABAM1	990	842	1026	721
BABAM2	689	631	680	451
BACE1	256	197	241	216
BACE2	215	226	212	128
BACH1	1487	1341	1394	1100
BACH2	83	53	59	43
BAD	261	221	246	148
BAG1	883	944	728	575
BAG2	450	468	342	273
BAG3	266	222	246	210
BAG4	479	411	501	341
BAG5	912	926	761	580
BAG6	2964	2368	2178	2613
BAHCC1	494	345	234	358
BAHD1	255	221	178	177
BAIAP2	239	191	230	227
BAIAP2L1	555	505	468	426
BAIAP3	57	56	67	51
BAK1	141	133	158	126
BAMBI	146	119	216	156
BANF1	248	293	261	190
BANP	256	255	250	198
BAP1	2394	2223	2318	1811
BARD1	1195	1077	1169	889
BARX1	27	28	17	23
BATF3	40	42	21	26
BAX	527	570	573	478
BAZ1A	5244	4913	4822	3723
BAZ1B	6236	5888	5253	4381
BAZ2A	1965	1487	1094	1672
BAZ2B	920	807	796	653
BBC3	40	34	25	31
BBIP1	143	150	159	115
BBOF1	78	53	65	49
BBOX1	22	30	18	24
BBS10	382	295	376	255
BBS12	157	117	126	86
BBS2	853	814	747	588
BBS4	493	402	514	379
BBS5	28	20	14	17
BBS7	1020	948	1046	674
BBS9	420	408	352	297
BBX	2190	1948	2016	1713
BCAM	51	40	39	34
BCAP29	718	694	690	506
BCAP31	2668	2604	2507	1837
BCAR1	444	333	398	363
BCAR3	104	88	88	78
BCAS2	1366	1380	1311	892
BCAS3	806	660	750	630
BCAS4	51	45	59	31
BCAT1	885	845	869	553
BCAT2	558	499	554	370
BCCIP	2379	2557	2246	1540
BCDIN3D	134	124	144	110
BCHE	78	89	79	55
BCKDHA	31	42	45	26
BCKDHB	434	373	389	300
BCKDK	657	494	597	574
BCL10	235	246	217	158
BCL11A	208	180	125	121
BCL2L1	155	139	107	109
BCL2L11	159	124	150	120
BCL2L12	329	367	365	255
BCL2L13	971	828	886	686
BCL2L2	59	30	44	46
BCL6	36	35	42	22
BCL6B	139	101	128	84
BCL7A	210	233	204	157
BCL7B	231	188	255	180
BCL7C	669	652	601	438
BCL9	453	355	319	390
BCL9L	48	32	25	38
BCLAF1	3956	3668	4183	3191
BCLAF3	213	182	188	161
BCO2	28	34	23	40
BCOR	5440	4474	3886	4682
BCORL1	498	342	267	482
BCR	1804	1674	1481	1337
BCS1L	1053	932	948	719
BDH1	111	100	92	69
BDH2	210	235	238	149
BDP1	5527	5342	5024	3959
BECN1	1210	1164	1185	888
BEND3	309	264	187	244
BEND4	157	138	164	119
BEND6	16	14	21	10
BEND7	211	171	119	137
BET1	243	249	232	142
BET1L	92	108	68	73
BEX1	78	74	59	28
BEX2	848	804	807	506
BEX3	3721	3836	3064	2101
BEX4	552	631	703	413
BEX5	45	44	32	32
BFAR	656	577	679	509
BFSP1	109	106	111	79
BHLHE40	78	83	73	79
BICC1	231	195	280	229
BICD1	206	166	124	190
BICD2	1023	944	878	764
BICDL1	46	39	42	38
BICRA	97	61	30	67
BICRAL	165	153	139	120
BID	357	309	330	212
BIN1	181	173	198	127
BIN3	165	165	167	121
BIRC2	827	794	727	593
BIRC5	1648	1666	1370	1009
BIRC6	12104	10720	11397	8671
BIVM	69	80	60	43
BLCAP	100	77	88	57
BLM	3590	3181	3213	2658
BLMH	936	979	857	759
BLOC1S1	173	161	173	116
BLOC1S2	294	254	296	181
BLOC1S4	147	125	142	70
BLOC1S5	85	87	103	77
BLOC1S6	267	260	256	185
BLVRA	542	554	505	395
BLVRB	232	215	225	130
BLZF1	665	651	688	454
BMP1	132	88	130	115
BMP2	25	30	19	16
BMP2K	652	527	624	544
BMP4	58	64	34	50
BMP6	89	71	69	46
BMP7	393	333	407	302
BMP8B	33	26	31	25
BMPER	42	44	29	25
BMPR1A	195	167	217	161
BMPR1B	114	93	94	96
BMPR2	700	627	663	710
BMS1	4584	4567	4152	3279
BMT2	192	174	162	123
BNC1	39	32	42	30
BNC2	82	79	99	71
BNIP1	268	224	245	178
BNIP2	938	886	838	541
BNIP3	290	288	226	192
BNIP3L	228	246	197	139
BOC	137	127	119	117
BOD1	623	525	622	436
BOD1L1	3571	3347	3364	2685
BOLA1	92	88	66	62
BOLA3	484	447	435	285
BOP1	2249	2196	2247	1668
BORA	549	465	533	404
BORCS5	78	42	57	46
BORCS6	104	75	72	49
BORCS8	29	27	37	13
BPGM	330	271	296	186
BPHL	286	250	252	175
BPNT1	1024	1089	1037	767
BPTF	7166	6501	5352	5717
BRAF	361	351	353	283
BRAP	652	615	599	468
BRAT1	879	754	745	629
BRCA1	3675	3222	3089	2596
BRCA2	4461	4113	4027	3488
BRCC3	671	694	660	492
BRD1	990	842	778	807
BRD2	7219	6304	7402	6640
BRD3	429	404	336	332
BRD3OS	61	75	72	61
BRD4	1063	791	523	902
BRD7	1479	1445	1372	1043
BRD8	2198	2103	1998	1710
BRD9	963	881	751	713
BRF1	462	438	401	346
BRF2	244	201	216	152
BRI3	123	97	123	83
BRI3BP	227	210	197	151
BRICD5	116	95	118	93
BRINP3	43	46	45	23
BRIP1	2232	1943	2085	1692
BRIX1	2461	2474	2167	1633
BRK1	358	285	451	212
BRMS1	809	785	875	608
BRMS1L	490	438	469	335
BROX	952	865	923	715
BRPF1	1431	1194	1422	1137
BRPF3	829	693	593	754
BRSK1	88	63	82	68
BRSK2	309	255	273	238
BRWD1	3507	3233	3025	2319
BRWD3	1838	1719	1511	1361
BSCL2	408	353	420	395
BSDC1	1019	980	926	781
BSG	2920	2590	2933	2537
BSN	372	251	256	347
BTAF1	4128	3628	4208	2962
BTBD1	1681	1469	1787	1222
BTBD10	467	481	484	318
BTBD11	116	116	119	90
BTBD18	76	43	66	75
BTBD2	711	608	605	574
BTBD3	909	794	754	593
BTBD6	684	592	662	460
BTBD7	1026	934	967	846
BTBD8	169	170	137	125
BTBD9	243	239	221	171
BTD	249	215	226	184
BTF3	4715	4374	5158	3134
BTF3L4	176	171	146	100
BTG1	165	124	186	140
BTG2	25	21	28	21
BTG3	535	562	461	416
BTN2A1	469	432	453	340
BTN2A2	237	212	217	153
BTN3A1	76	67	66	47
BTN3A2	54	44	42	27
BTN3A3	28	34	34	19
BTNL9	62	71	37	31
BTRC	575	473	566	491
BUB1	4374	3861	4296	3183
BUB1B	2477	2244	2447	1754
BUB3	3874	3627	3750	2587
BUD13	499	464	537	417
BUD23	1234	1190	1152	832
BUD31	678	675	606	422
BVES	88	85	82	77
BX255925.3	51	61	59	44
BYSL	816	770	838	695
BZW1	2348	2298	2015	1408
BZW2	2002	1896	1926	1387
C10orf88	249	217	212	191
C11orf1	124	98	112	63
C11orf24	280	207	325	216
C11orf49	220	192	209	190
C11orf54	77	56	70	56
C11orf58	1521	1663	1681	1132
C11orf65	33	27	27	25
C11orf68	100	69	93	59
C11orf71	68	51	55	40
C11orf74	302	325	305	230
C11orf80	134	147	136	123
C11orf95	176	172	128	109
C11orf98	324	289	275	190
C12orf10	564	468	558	441
C12orf29	702	596	661	468
C12orf4	731	642	626	480
C12orf43	291	270	247	197
C12orf45	445	404	415	293
C12orf49	209	221	209	160
C12orf57	282	259	307	173
C12orf60	54	38	44	24
C12orf65	177	163	134	116
C12orf66	158	168	186	139
C12orf73	93	94	88	62
C12orf75	189	164	159	85
C14orf119	397	326	511	267
C14orf28	44	38	39	34
C14orf93	113	114	118	83
C15orf39	619	469	406	629
C15orf40	309	278	257	173
C15orf41	90	99	89	77
C15orf61	110	93	106	58
C16orf58	285	260	280	224
C16orf70	372	316	382	317
C16orf71	37	20	21	23
C16orf72	738	721	689	557
C16orf87	209	198	205	132
C16orf91	202	211	171	130
C16orf95	30	31	30	22
C17orf113	21	30	19	15
C17orf51	236	219	260	211
C17orf53	267	189	216	199
C17orf58	108	106	103	63
C17orf75	447	411	383	293
C17orf80	857	750	815	640
C18orf21	339	306	398	248
C18orf25	451	470	435	347
C18orf32	36	23	26	18
C18orf54	213	191	173	172
C19orf12	71	66	79	49
C19orf24	429	395	401	300
C19orf25	186	160	149	140
C19orf44	233	163	166	170
C19orf47	214	136	232	176
C19orf48	820	646	897	623
C19orf53	494	476	417	282
C19orf54	86	63	53	81
C19orf57	96	67	95	80
C19orf71	67	59	47	44
C19orf81	19	30	19	17
C1D	159	137	150	92
C1GALT1	257	243	264	183
C1GALT1C1	712	673	640	444
C1QBP	10581	9610	9174	6153
C1R	17	29	21	13
C1S	27	24	21	23
C1orf109	362	325	294	233
C1orf112	1343	1121	1347	1001
C1orf122	135	135	93	73
C1orf131	1009	887	831	604
C1orf159	79	47	73	74
C1orf167	70	57	49	52
C1orf174	424	358	355	279
C1orf194	30	19	31	22
C1orf198	356	298	248	237
C1orf21	236	190	192	144
C1orf216	58	59	54	76
C1orf226	31	16	19	31
C1orf35	757	737	692	454
C1orf43	1873	1805	1844	1374
C1orf50	89	73	97	74
C1orf52	490	492	402	340
C1orf53	53	33	34	15
C1orf54	25	18	21	23
C1orf56	77	52	67	40
C1orf74	79	71	76	47
C20orf194	271	201	156	174
C20orf27	579	538	619	526
C20orf96	75	69	55	61
C21orf58	155	160	162	122
C21orf91	271	270	339	219
C22orf15	25	14	17	25
C22orf23	63	61	67	61
C22orf39	84	69	43	44
C22orf46	73	46	45	47
C2CD2L	159	137	167	152
C2CD3	1229	981	1059	981
C2CD5	1372	1253	1309	1087
C2orf15	34	15	27	19
C2orf16	264	247	273	213
C2orf42	195	190	186	178
C2orf49	314	274	303	213
C2orf68	106	100	105	83
C2orf69	335	289	295	211
C2orf74	155	139	133	91
C2orf76	152	135	128	68
C2orf88	21	13	14	19
C3orf14	372	323	350	241
C3orf33	133	162	74	78
C3orf38	538	573	546	407
C3orf49	24	31	15	23
C3orf52	277	283	227	175
C3orf62	112	80	42	51
C3orf67	181	150	161	132
C4orf3	370	404	356	200
C4orf33	212	203	185	131
C4orf46	145	171	114	68
C4orf48	78	67	64	26
C5	69	62	55	57
C5orf15	709	522	771	496
C5orf22	607	505	561	461
C5orf24	464	395	422	335
C5orf30	226	172	151	141
C5orf34	419	340	369	280
C5orf51	600	531	378	403
C5orf63	72	64	52	41
C6orf106	349	274	312	265
C6orf120	215	208	172	134
C6orf136	106	102	112	93
C6orf163	72	65	43	50
C6orf203	171	206	171	130
C6orf47	154	159	142	118
C6orf48	496	375	446	350
C6orf52	26	21	36	12
C6orf62	1413	1348	1138	1060
C6orf89	419	328	411	315
C7orf25	236	218	210	169
C7orf26	249	263	237	217
C7orf31	96	83	88	76
C7orf43	212	206	262	195
C7orf50	569	543	465	367
C8orf33	788	780	712	567
C8orf34	88	73	77	68
C8orf37	41	46	34	36
C8orf44	25	21	18	22
C8orf59	1223	1083	1163	731
C8orf76	157	157	144	95
C8orf82	100	81	113	67
C8orf88	166	171	199	123
C9orf116	31	21	37	21
C9orf131	56	48	46	79
C9orf16	148	144	101	79
C9orf3	469	376	338	319
C9orf40	237	224	187	155
C9orf64	461	452	451	307
C9orf72	263	256	201	158
C9orf78	876	786	920	624
C9orf85	137	138	130	106
CA11	58	43	50	32
CA12	31	21	24	22
CA13	21	18	34	16
CA14	43	20	25	28
CA2	3943	3591	4208	2846
CA5B	65	52	59	62
CA8	235	208	234	152
CAAP1	555	540	450	351
CAB39	819	723	778	585
CAB39L	54	50	51	33
CABIN1	3101	2650	2387	2433
CABLES1	322	302	255	231
CABLES2	145	102	122	105
CABYR	90	74	73	56
CACFD1	41	34	27	21
CACHD1	1369	1313	1237	1038
CACNA1B	64	62	50	57
CACNA1C	62	48	45	45
CACNA1D	94	87	99	99
CACNA1H	288	253	218	208
CACNA2D1	694	629	650	514
CACNA2D2	148	115	99	130
CACNA2D3	271	199	207	169
CACNB1	24	13	11	17
CACNB2	159	176	133	126
CACNB3	58	62	45	46
CACNB4	90	76	64	62
CACTIN	388	404	393	326
CACUL1	542	492	476	373
CACYBP	2465	2387	2195	1485
CAD	4836	4209	3636	3814
CADM1	718	598	750	531
CADM4	97	84	81	65
CADPS2	647	599	584	428
CALCB	17	12	25	16
CALCOCO1	352	317	297	278
CALCOCO2	877	778	838	669
CALD1	678	760	719	469
CALHM2	34	28	23	20
CALM1	2001	2118	1694	1284
CALM2	3232	2978	3014	2040
CALM3	1335	1318	1420	1132
CALML4	230	176	151	137
CALR	8537	8504	8846	6622
CALU	1908	1926	1782	1398
CAMK1	697	653	703	514
CAMK1D	33	27	41	17
CAMK2B	35	25	28	29
CAMK2D	522	430	468	368
CAMK2G	386	313	397	332
CAMK4	129	123	103	114
CAMKK1	308	244	265	205
CAMKK2	495	393	394	357
CAMKMT	173	143	139	113
CAMKV	160	136	124	101
CAMLG	653	639	669	446
CAMSAP1	1404	1239	1308	1025
CAMSAP2	2487	2239	2202	1970
CAMSAP3	188	162	141	131
CAMTA1	331	372	329	227
CAMTA2	301	235	181	280
CAND1	9396	8448	8827	6135
CAND2	756	628	601	538
CANT1	437	409	357	333
CANX	19846	20031	17838	13570
CAP1	1941	1765	2006	1366
CAP2	142	149	148	132
CAPG	61	58	81	51
CAPN1	452	371	414	387
CAPN10	312	276	294	230
CAPN15	933	747	700	611
CAPN2	2866	2823	2736	2002
CAPN3	30	20	34	26
CAPN5	19	24	30	34
CAPN7	1951	1828	1781	1438
CAPNS1	835	683	1023	708
CAPRIN1	7526	6465	7504	5722
CAPRIN2	473	394	422	384
CAPS	18	24	18	18
CAPS2	47	43	54	29
CAPZA1	2033	1785	2086	1446
CAPZA2	1546	1461	1270	891
CAPZB	1099	986	973	808
CARD10	172	147	99	83
CARD14	35	24	19	19
CARD19	111	108	99	75
CARD8	295	286	284	209
CARD9	19	17	10	12
CARF	85	54	62	48
CARHSP1	306	269	336	250
CARM1	924	756	887	858
CARMIL1	574	518	610	471
CARMIL2	41	48	34	45
CARMIL3	39	29	24	23
CARNMT1	820	757	676	560
CARNS1	19	16	13	21
CARS	1232	1072	1177	861
CARS2	676	567	675	479
CASC3	953	827	844	775
CASC4	578	466	591	427
CASD1	367	344	370	267
CASK	1159	1036	1053	816
CASKIN1	59	46	43	38
CASKIN2	177	131	146	154
CASP10	40	30	24	29
CASP2	777	694	586	673
CASP3	389	350	341	255
CASP6	226	225	228	138
CASP7	370	307	326	236
CASP8	171	169	149	165
CASP8AP2	3029	2818	2662	2268
CASP9	148	98	99	108
CAST	1809	1814	1671	1347
CASTOR2	110	86	73	74
CASTOR3	16	25	33	23
CASZ1	89	69	62	76
CAT	576	520	626	410
CATSPER2	50	33	30	23
CATSPER3	34	21	33	24
CATSPERE	81	82	60	49
CAV1	48	48	40	21
CAV2	46	35	40	30
CAVIN1	65	57	47	49
CAVIN4	83	70	69	51
CBFA2T2	150	150	148	150
CBFB	503	557	456	325
CBL	714	597	533	540
CBLB	199	204	153	169
CBLL1	289	257	338	291
CBR1	1203	1162	987	750
CBR3	57	73	46	27
CBR4	440	460	419	292
CBS	114	93	139	105
CBSL	31	26	46	34
CBWD1	243	261	216	167
CBWD2	360	383	387	226
CBWD5	56	41	38	32
CBWD6	58	60	60	35
CBX1	704	681	631	484
CBX2	442	470	399	293
CBX3	2455	2504	2088	1459
CBX4	290	253	318	260
CBX5	1168	1128	1026	831
CBX6	657	641	591	491
CBX7	24	17	20	13
CBX8	186	180	192	142
CBY1	302	295	262	189
CC2D1A	517	450	414	507
CC2D1B	715	676	674	509
CC2D2A	447	424	407	336
CC2D2B	116	87	75	112
CCAR1	4895	4577	4671	3634
CCAR2	1577	1425	1558	1239
CCDC102A	113	137	103	81
CCDC106	117	130	125	93
CCDC107	152	145	179	113
CCDC110	33	34	16	22
CCDC112	370	311	341	257
CCDC113	93	87	80	53
CCDC115	105	102	110	86
CCDC117	779	834	622	528
CCDC12	542	539	509	375
CCDC120	49	52	30	39
CCDC121	40	42	35	35
CCDC122	104	110	120	81
CCDC124	667	709	628	457
CCDC125	405	374	340	295
CCDC126	88	76	78	46
CCDC127	221	184	176	170
CCDC130	199	209	245	185
CCDC134	308	253	226	219
CCDC136	291	264	208	218
CCDC137	450	456	360	253
CCDC138	1866	1745	1590	1296
CCDC14	2241	2095	2204	1662
CCDC142	347	298	278	258
CCDC146	76	56	55	75
CCDC15	395	357	307	269
CCDC150	1234	1133	1062	860
CCDC151	11	17	27	17
CCDC157	84	83	83	93
CCDC163	15	19	15	11
CCDC167	388	377	270	236
CCDC168	59	53	83	83
CCDC17	47	22	44	36
CCDC171	187	164	150	144
CCDC173	34	46	43	36
CCDC174	462	392	393	332
CCDC18	1940	1891	1748	1492
CCDC180	344	269	267	256
CCDC181	413	391	395	260
CCDC183	50	48	71	53
CCDC186	586	603	609	410
CCDC189	195	180	205	155
CCDC191	96	85	79	55
CCDC196	26	25	19	19
CCDC22	418	359	356	360
CCDC24	25	27	21	18
CCDC25	256	257	266	158
CCDC28A	297	315	293	232
CCDC28B	222	197	217	151
CCDC3	43	27	33	20
CCDC30	28	11	18	12
CCDC32	115	112	109	74
CCDC34	601	538	561	363
CCDC38	22	15	18	22
CCDC39	87	78	85	72
CCDC40	117	107	103	81
CCDC43	835	789	695	500
CCDC47	2797	2790	2377	1977
CCDC50	423	402	349	261
CCDC51	647	655	591	474
CCDC57	615	569	493	488
CCDC58	461	521	534	330
CCDC59	825	766	922	657
CCDC6	622	540	446	486
CCDC61	36	45	72	39
CCDC62	40	34	25	19
CCDC65	73	52	57	52
CCDC66	1836	1626	1561	1250
CCDC69	43	52	48	35
CCDC7	57	47	65	59
CCDC71	562	522	516	429
CCDC71L	86	80	55	41
CCDC73	12	31	34	28
CCDC74A	66	69	65	46
CCDC74B	34	27	36	22
CCDC77	523	509	459	399
CCDC78	75	91	104	86
CCDC8	380	398	336	242
CCDC80	49	33	69	40
CCDC82	424	426	314	262
CCDC84	240	232	205	234
CCDC85B	245	273	154	117
CCDC85C	232	247	173	148
CCDC86	1079	1025	857	957
CCDC88A	3376	3098	2803	2602
CCDC88B	29	13	15	24
CCDC88C	372	351	283	284
CCDC89	25	35	24	16
CCDC9	131	138	112	86
CCDC90B	411	400	465	321
CCDC91	510	478	451	325
CCDC92	145	109	85	102
CCDC93	944	898	793	641
CCDC97	190	151	128	137
CCDC9B	17	16	10	18
CCHCR1	597	598	606	443
CCM2	292	240	243	228
CCN1	58	47	63	102
CCNA2	3351	3193	3199	2195
CCNB1	6339	6088	6301	4278
CCNB1IP1	771	577	804	567
CCNB2	1383	1207	1339	988
CCNB3	66	39	59	50
CCNC	1505	1438	1509	981
CCND1	155	189	152	146
CCND2	104	121	100	99
CCND3	222	219	238	204
CCNDBP1	492	465	453	350
CCNE1	495	423	499	318
CCNE2	710	607	714	497
CCNF	1262	1166	1197	928
CCNG1	4006	3643	3504	2475
CCNG2	333	325	262	241
CCNH	1231	1153	1094	802
CCNI	2979	2580	2132	2387
CCNJ	434	358	438	326
CCNK	499	385	297	452
CCNL1	1297	1112	1489	1071
CCNL2	1654	1579	1559	1192
CCNQ	539	464	557	408
CCNT1	999	901	1166	846
CCNT2	987	852	1073	729
CCNY	380	389	437	311
CCNYL1	137	148	111	114
CCP110	1611	1487	1297	1161
CCPG1	675	593	672	434
CCS	207	205	241	173
CCSAP	368	344	321	219
CCSER1	309	284	285	226
CCSER2	871	793	783	683
CCT2	13922	13064	13706	9175
CCT3	19648	18088	19587	13847
CCT4	15584	14519	14608	10224
CCT5	11822	10998	12321	8292
CCT6A	9599	8872	9194	6109
CCT6B	23	21	29	12
CCT7	14533	14406	14115	10064
CCT8	10383	10025	9344	6345
CCZ1	72	57	95	55
CCZ1B	59	44	77	61
CD101	111	105	87	85
CD109	543	445	386	352
CD151	589	422	642	412
CD160	14	10	10	18
CD164	866	788	894	700
CD19	33	33	37	30
CD276	287	256	223	267
CD2AP	1395	1361	1301	959
CD2BP2	1528	1648	1423	1011
CD320	920	794	763	546
CD3EAP	852	822	864	643
CD40	26	20	29	21
CD46	1454	1321	1349	994
CD47	873	804	827	530
CD55	820	706	707	566
CD58	118	74	127	80
CD63	1438	1465	1405	934
CD68	19	18	46	26
CD70	17	15	12	13
CD81	1215	1082	1132	944
CD83	50	47	63	36
CD9	215	227	234	194
CD99	651	636	554	404
CD99L2	345	312	317	213
CDADC1	192	198	178	135
CDAN1	337	292	326	270
CDC123	2984	2537	3051	2051
CDC14A	128	79	116	82
CDC14B	428	364	351	278
CDC16	1090	1044	827	791
CDC20	3115	2803	2816	2272
CDC23	1727	1616	1550	1137
CDC25A	2078	1973	2129	1572
CDC25B	464	387	294	346
CDC25C	557	441	439	360
CDC27	2007	1740	2276	1663
CDC34	561	523	587	406
CDC37	3202	3271	3477	2304
CDC37L1	162	162	136	106
CDC40	1173	1071	1012	762
CDC42	1514	1486	1366	1009
CDC42BPA	4485	4260	3769	3253
CDC42BPB	2064	1847	1495	1554
CDC42BPG	35	26	20	30
CDC42EP1	352	279	302	269
CDC42EP2	93	74	88	92
CDC42EP3	73	46	70	52
CDC42EP4	120	115	99	106
CDC42SE1	349	289	345	253
CDC42SE2	93	78	73	75
CDC45	2145	2002	2078	1492
CDC5L	4350	4188	4426	3081
CDC6	2353	2110	2432	1781
CDC7	2470	2241	2354	1670
CDC73	1359	1343	1275	986
CDCA2	1638	1634	1558	1252
CDCA3	683	590	672	508
CDCA4	508	505	499	369
CDCA5	549	570	538	378
CDCA7	1557	1586	1349	1036
CDCA7L	1038	1049	852	669
CDCA8	600	539	643	549
CDH1	30	28	25	39
CDH2	833	724	851	688
CDH23	70	71	70	101
CDH24	60	49	75	57
CDH26	40	33	35	25
CDHR1	61	50	62	37
CDHR3	28	32	35	33
CDHR5	118	89	71	105
CDIP1	150	149	158	124
CDIPT	365	307	468	275
CDK1	2678	2267	2757	1846
CDK10	430	376	398	293
CDK11A	155	142	174	141
CDK11B	391	342	359	273
CDK12	3179	2631	2802	2686
CDK13	2222	1961	1899	1760
CDK14	278	260	249	192
CDK16	3165	2480	3480	2854
CDK17	465	450	446	348
CDK18	63	44	42	45
CDK19	132	120	121	81
CDK2	953	954	1139	790
CDK20	99	88	93	81
CDK2AP1	355	349	328	211
CDK2AP2	85	86	63	68
CDK3	47	43	57	47
CDK4	3009	2792	3272	2383
CDK5	428	430	399	289
CDK5R1	36	26	54	38
CDK5RAP1	1008	920	882	757
CDK5RAP2	3026	2778	2473	2254
CDK5RAP3	1172	1158	1123	931
CDK6	239	249	257	199
CDK7	376	353	381	272
CDK8	422	371	399	297
CDK9	406	359	348	295
CDKAL1	1125	1098	1093	853
CDKL1	109	89	81	77
CDKL2	60	59	52	42
CDKL3	46	46	46	39
CDKL5	127	125	122	122
CDKN1A	67	78	82	69
CDKN1B	265	259	284	218
CDKN2A	524	561	393	305
CDKN2AIP	416	322	457	295
CDKN2AIPNL	177	147	145	108
CDKN2C	414	404	408	287
CDKN2D	20	14	14	10
CDKN3	536	469	566	373
CDON	729	599	624	575
CDPF1	40	43	42	19
CDR1	341	227	165	397
CDR2L	151	170	133	104
CDRT4	54	56	56	46
CDS1	268	218	226	185
CDS2	612	507	615	478
CDT1	920	788	725	760
CDV3	1299	1295	1368	891
CDX2	160	125	148	105
CDYL	911	848	939	702
CEACAM1	51	35	25	38
CEBPA	43	44	31	25
CEBPB	54	46	49	17
CEBPG	412	364	422	316
CEBPZ	4743	4437	4218	3203
CEBPZOS	195	225	174	143
CECR2	591	566	481	485
CELF1	1666	1480	1590	1300
CELF2	128	122	93	122
CELSR1	759	613	499	605
CELSR2	676	496	417	620
CELSR3	894	702	650	734
CEMIP	95	72	57	91
CEMIP2	642	540	691	552
CEMP1	51	53	41	39
CENPA	114	137	145	106
CENPB	1135	1181	1093	794
CENPBD1	33	25	30	30
CENPC	1135	951	1099	844
CENPE	6115	6034	6022	4730
CENPF	19793	19238	18393	14445
CENPH	826	844	756	516
CENPI	1427	1316	1285	1019
CENPJ	1324	1248	1250	954
CENPK	605	577	556	460
CENPL	344	303	392	262
CENPM	438	429	361	338
CENPN	1030	978	985	705
CENPO	485	430	375	361
CENPP	294	281	224	207
CENPQ	351	365	309	222
CENPT	647	594	756	539
CENPU	1659	1696	1558	1181
CENPV	928	895	861	602
CENPW	770	787	637	442
CENPX	229	225	190	162
CEP104	865	854	784	733
CEP112	535	508	380	409
CEP120	757	690	707	577
CEP126	93	85	91	71
CEP128	1048	1060	1001	900
CEP131	596	536	494	441
CEP135	1455	1413	1288	1096
CEP152	1668	1575	1414	1158
CEP162	711	660	552	524
CEP164	1023	982	889	809
CEP170	1505	1425	1350	1111
CEP170B	699	605	588	582
CEP19	40	52	33	21
CEP192	2678	2395	2296	1873
CEP250	2001	1862	1601	1472
CEP290	2723	2789	2597	2027
CEP295	3413	3009	3372	2719
CEP350	5869	5293	5357	4279
CEP41	209	161	200	143
CEP44	473	489	385	305
CEP55	1217	1087	1147	837
CEP57	1290	1171	1172	949
CEP57L1	299	241	264	214
CEP63	303	258	330	242
CEP68	457	363	396	341
CEP70	534	505	503	350
CEP72	507	431	373	386
CEP76	388	379	347	263
CEP78	1833	1709	1647	1259
CEP83	1156	1082	879	812
CEP85	1266	1116	1201	972
CEP85L	648	598	598	495
CEP89	218	182	213	173
CEP95	1525	1362	1185	951
CEP97	1099	993	1048	722
CEPT1	706	564	775	486
CERCAM	558	525	473	410
CERK	786	693	814	596
CERKL	19	17	14	12
CERS1	99	99	103	65
CERS2	1541	1248	1650	1155
CERS4	84	81	81	71
CERS5	431	319	320	262
