	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
POLR3C	999	1260	522	671
POLR3D	469	603	199	294
POLR3E	477	563	204	262
POLR3F	633	779	342	387
POLR3G	151	114	61	59
POLR3GL	85	98	40	61
POLR3H	495	626	237	316
POLR3K	876	1248	451	615
POLRMT	307	393	130	200
POM121	169	254	94	130
POM121C	98	143	39	83
POMGNT1	335	381	151	191
POMGNT2	144	228	76	139
POMK	635	712	299	445
POMP	4467	4713	2003	2522
POMT1	608	822	255	417
POMT2	95	201	70	99
PON2	556	616	296	299
POP1	589	818	335	418
POP4	2332	2721	1129	1545
POP5	524	656	267	334
POP7	781	985	351	497
POPDC3	27	42	17	17
POR	716	939	331	527
PORCN	39	61	21	27
POT1	429	365	175	213
POU2F1	510	581	220	251
POU3F2	277	389	137	155
POU3F3	53	67	27	40
POU4F1	37	68	25	36
PP2D1	1	0	0	0
PPA1	4651	5111	2318	2766
PPA2	1093	1284	507	670
PPAN	75	95	35	65
PPARA	34	21	16	8
PPARD	58	82	38	40
PPARG	237	256	99	109
PPARGC1B	192	277	100	183
PPAT	1064	1240	542	650
PPCDC	212	264	121	128
PPCS	368	426	177	208
PPDPF	747	937	328	436
PPFIA1	777	878	331	468
PPFIA2	39	39	12	33
PPFIA3	83	96	33	46
PPFIA4	5	4	1	1
PPFIBP1	505	588	220	332
PPFIBP2	17	21	4	10
PPHLN1	1892	1950	905	1026
PPIA	1351	2051	593	991
PPIB	4093	5780	2160	3026
PPIC	765	1062	406	548
PPID	1174	1273	543	672
PPIE	1415	1580	646	818
PPIF	2938	3949	1516	1913
PPIG	1080	1355	589	748
PPIH	811	1054	416	542
PPIL1	1073	1234	533	759
PPIL2	751	896	357	512
PPIL3	258	305	119	170
PPIL4	1416	1759	716	906
PPIP5K1	49	40	25	24
PPIP5K2	775	863	346	472
PPM1A	392	445	180	207
PPM1B	67	83	36	50
PPM1D	619	841	319	387
PPM1E	535	631	263	325
PPM1F	707	839	304	441
PPM1G	3070	3727	1454	2039
PPM1H	142	179	86	105
PPM1K	183	288	99	146
PPM1L	261	290	109	153
PPM1M	33	42	16	16
PPME1	991	1285	466	566
PPOX	204	240	65	102
PPP1CA	2366	3099	1263	1672
PPP1CB	2158	2716	1169	1414
PPP1CC	4338	5060	2084	2711
PPP1R10	1237	1858	671	865
PPP1R11	180	235	115	162
PPP1R12A	2124	2268	1027	1199
PPP1R12B	53	41	26	24
PPP1R12C	123	125	56	67
PPP1R13B	343	420	193	253
PPP1R14B	75	122	47	73
PPP1R14C	230	334	120	163
PPP1R15A	74	86	44	50
PPP1R15B	660	806	361	417
PPP1R16A	57	55	15	37
PPP1R18	64	131	49	45
PPP1R2	254	342	137	181
PPP1R21	174	176	77	86
PPP1R26	123	193	71	82
PPP1R35	317	546	166	201
PPP1R37	99	140	52	76
PPP1R3B	87	106	50	71
PPP1R3F	51	70	21	44
PPP1R7	1640	1852	790	974
PPP1R8	932	1006	451	532
PPP1R9A	192	222	103	125
PPP1R9B	338	476	160	222
PPP2CA	5905	6318	2806	3346
PPP2CB	789	827	336	435
PPP2R1A	5731	7345	2788	3832
PPP2R1B	1220	1396	608	790
PPP2R2A	2561	2922	1332	1592
PPP2R2D	254	275	145	164
PPP2R3A	206	198	93	103
PPP2R3B	193	249	86	124
PPP2R3C	271	290	115	127
PPP2R5A	227	236	124	143
PPP2R5B	37	40	20	19
PPP2R5C	1094	1090	476	633
PPP2R5D	1319	1648	612	797
PPP2R5E	546	568	278	325
PPP3CA	807	909	384	457
PPP3CB	873	1119	383	544
PPP3CC	206	210	106	137
PPP3R1	247	361	135	195
PPP4C	2248	2524	967	1409
PPP4R1	786	966	417	476
PPP4R2	447	503	249	307
PPP4R3A	1532	1749	728	881
PPP4R3B	456	519	222	253
PPP4R4	114	100	38	57
PPP5C	2164	2554	1036	1330
PPP6C	1585	1679	747	883
PPP6R1	1042	1392	559	690
PPP6R2	272	345	154	192
PPP6R3	1668	1986	855	1025
PPRC1	1079	1428	531	703
PPT1	1746	2256	947	1260
PPT2	84	84	21	48
PPTC7	343	310	127	177
PPWD1	681	794	343	442
PQBP1	1153	1604	618	839
PRADC1	39	37	15	30
PRAG1	93	95	25	49
PRAME	392	503	190	248
PRC1	2637	3120	1362	1730
PRCC	1087	1566	562	814
PRCP	1053	1204	464	669
PRDM10	198	204	78	137
PRDM11	35	65	30	30
PRDM15	165	206	82	92
PRDM16	142	160	60	78
PRDM2	496	656	301	308
PRDM4	362	395	127	197
PRDM5	54	60	24	28
PRDM6	147	198	72	105
PRDX1	13695	19853	7663	9904
PRDX2	5650	7415	2772	3715
PRDX3	6667	6888	2996	3848
PRDX4	3696	4199	1711	2255
PRDX5	1018	1233	463	653
PRDX6	3381	4596	1679	2267
PREB	519	681	215	291
PRELID1	537	664	253	330
PRELID2	95	92	43	51
PRELID3B	1515	1778	755	988
PREP	1743	1936	821	994
PREPL	1468	1585	694	809
PREX1	121	122	47	64
PREX2	127	102	56	43
PRG4	0	0	0	0
PRICKLE1	305	359	162	206
PRICKLE3	135	165	54	75
PRIM1	1101	1037	518	602
PRIM2	730	687	367	405
PRIMPOL	229	222	110	117
PRKAA1	1088	1342	542	686
PRKAA2	656	796	309	421
PRKAB1	497	570	266	320
PRKAB2	120	135	57	79
PRKACA	1478	1819	685	889
PRKACB	267	301	131	154
PRKAG1	1129	1498	540	782
PRKAG2	113	158	57	82
PRKAR1A	3514	4387	1823	2341
PRKAR1B	481	626	241	349
PRKAR2A	712	828	343	456
PRKAR2B	767	779	299	430
PRKCA	620	649	305	382
PRKCD	521	579	231	302
PRKCE	56	80	27	29
PRKCH	208	242	72	133
PRKCI	513	588	238	287
PRKCQ	176	185	84	116
PRKCSH	6817	9265	3406	4766
PRKCZ	262	314	122	164
PRKD1	282	337	156	159
PRKD2	333	398	159	224
PRKD3	511	571	227	318
PRKDC	23973	26905	11708	14203
PRKG1	333	397	168	220
PRKRA	535	551	240	306
PRKRIP1	270	342	132	171
PRKX	0	1	0	0
PRMT1	3681	4857	1866	2543
PRMT2	255	343	125	182
PRMT3	764	784	354	394
PRMT5	2912	3760	1452	1870
PRMT6	288	421	137	203
PRMT7	567	751	274	405
PRMT9	366	396	180	217
PRNP	682	954	380	506
PROCR	415	460	188	212
PROS1	190	164	80	110
PROSER1	802	880	337	425
PROSER2	215	309	110	167
PROSER3	486	676	222	356
PRPF18	327	337	145	199
PRPF19	4166	4991	1865	2637
PRPF3	822	1160	420	544
PRPF31	1037	1361	523	712
PRPF38A	1033	1317	503	663
PRPF38B	1041	1341	471	698
PRPF39	458	508	209	275
PRPF4	938	1108	401	547
PRPF40A	4024	4407	2051	2442
PRPF40B	80	64	25	38
PRPF4B	1728	1990	861	1047
PRPF6	2452	3280	1231	1680
PRPF8	20696	25643	10110	13135
PRPS1	2255	2530	1018	1352
PRPS2	1008	1121	456	605
PRPSAP1	400	497	206	267
PRPSAP2	719	899	350	510
PRR11	693	806	345	510
PRR12	399	515	180	259
PRR13	157	182	60	103
PRR14	163	215	66	109
PRR14L	1603	1846	773	929
PRR22	7	8	5	4
PRR3	367	447	177	232
PRR5	38	56	12	18
PRRC1	1422	1527	677	885
PRRC2A	4355	5844	2304	3044
PRRC2B	2580	3427	1420	1799
PRRC2C	8206	9271	4162	5350
PRRG1	30	43	15	25
PRSS12	106	160	49	64
PRSS23	313	450	181	258
PRSS53	2	1	0	3
PRTFDC1	4	3	2	0
PRTG	101	133	61	74
PRUNE1	323	358	174	187
PRUNE2	143	124	58	56
PRX	18	18	3	11
PRXL2A	270	309	98	137
PRXL2C	225	217	84	128
PSAP	8276	9936	3698	5170
PSAT1	1643	1642	704	885
PSD3	222	194	100	118
PSEN1	401	537	160	310
PSEN2	232	322	101	175
PSENEN	727	957	393	503
PSIP1	2348	2702	1102	1478
PSKH1	35	38	15	11
PSMA1	1844	2635	1020	1277
PSMA3	4585	5350	2238	2580
PSMA4	5917	6633	2888	3530
PSMA5	3455	4263	1709	2362
PSMA6	1834	2057	1011	1150
PSMA7	4329	5374	2082	2875
PSMB1	7874	9086	3762	4497
PSMB10	96	116	60	73
PSMB2	5920	6606	2779	3586
PSMB3	2707	3470	1303	1742
PSMB4	6341	8148	3133	4279
PSMB5	3345	4149	1626	2112
PSMB6	3966	4764	1796	2535
PSMB7	4102	4545	1937	2493
PSMC1	2	5	2	1
PSMC2	4035	4695	2018	2643
PSMC3	2501	3621	1355	1898
PSMC3IP	102	158	63	69
PSMC4	5950	7627	2975	4077
PSMC5	3809	4853	1931	2609
PSMC6	907	1036	417	559
PSMD1	6530	8289	3464	4490
PSMD10	966	1257	488	640
PSMD11	3379	4173	1710	2208
PSMD12	4142	4911	2216	2689
PSMD13	2229	2686	1149	1402
PSMD14	2912	3399	1509	1881
PSMD2	3514	4263	1674	2326
PSMD3	2850	3770	1495	2098
PSMD4	2166	2933	1118	1447
PSMD6	3413	3766	1527	1966
PSMD7	1764	2157	909	1144
PSMD8	7952	9850	3970	5550
PSMD9	447	603	200	327
PSME1	907	1221	466	650
PSME2	279	396	118	184
PSME3	1963	2415	1039	1326
PSME4	1714	1819	781	966
PSMF1	2401	2934	1148	1618
PSMG1	1971	1999	875	1175
PSMG2	1051	1101	519	632
PSMG3	150	216	62	137
PSMG4	356	357	151	200
PSPC1	995	1232	486	648
PSPH	219	233	101	120
PSRC1	323	440	153	206
PSTK	142	162	74	82
PSTPIP2	346	429	182	204
PTAR1	247	334	86	137
PTBP1	7969	9998	3975	5327
PTBP2	887	805	354	463
PTBP3	1070	1040	479	558
PTCD2	164	171	87	88
PTCD3	1482	1637	660	861
PTCH1	178	201	75	122
PTDSS1	1133	1510	546	825
PTDSS2	440	562	213	331
PTEN	91	94	48	65
PTER	540	510	252	315
PTGES2	405	549	205	277
PTGES3	1820	2406	938	1213
PTGFR	10	7	2	8
PTGFRN	970	1324	518	682
PTK2	756	812	396	413
PTK7	938	1161	472	582
PTMA	1035	1711	487	726
PTMS	500	1033	288	476
PTOV1	1849	2299	821	1161
PTP4A1	202	243	102	127
PTP4A2	187	221	92	105
PTPA	1472	1612	648	934
PTPDC1	73	63	37	39
PTPMT1	357	408	158	207
PTPN1	1147	1433	635	848
PTPN11	648	830	306	462
PTPN12	362	395	198	238
PTPN13	1493	1741	695	881
PTPN14	676	735	289	397
PTPN18	77	83	30	43
PTPN2	210	224	88	138
PTPN21	43	56	13	25
PTPN23	513	753	272	398
PTPN3	304	297	147	145
PTPN4	73	66	39	48
PTPN9	467	603	264	327
PTPRA	415	476	198	237
PTPRD	241	256	105	144
PTPRF	1462	1659	604	901
PTPRG	958	1149	434	567
PTPRJ	156	190	76	92
PTPRK	821	937	375	533
PTPRM	128	139	61	72
PTPRS	659	826	303	496
PTPRU	290	284	96	169
PTRH1	76	83	24	62
PTRH2	551	715	287	356
PTRHD1	372	510	206	296
PTS	587	649	267	368
PTTG1	2433	2539	1008	1338
PTTG1IP	653	939	298	489
PUDP	13	12	4	4
PUF60	2752	3426	1310	1944
PUM1	2488	2947	1195	1570
PUM2	928	1037	471	532
PUM3	1176	1331	635	732
PURA	432	565	170	299
PURB	368	577	203	291
PUS1	592	872	291	469
PUS10	62	57	23	41
PUS3	211	274	120	175
PUS7	1435	1460	633	773
PUS7L	685	811	340	410
PUSL1	550	742	251	320
PVR	406	521	193	278
PWP1	2474	2698	1132	1376
PWP2	156	197	87	85
PWWP2A	307	383	155	200
PWWP2B	33	47	14	18
PWWP3A	216	209	101	103
PWWP3B	4	1	2	2
PXDN	622	653	252	407
PXK	297	357	139	219
PXMP2	267	361	95	175
PXN	496	564	202	272
PXYLP1	71	87	25	47
PYCR1	304	382	127	201
PYCR2	738	925	317	489
PYCR3	282	310	118	177
PYGB	785	1046	356	508
PYGL	3090	3422	1305	1798
PYGO1	177	174	89	98
PYGO2	254	326	129	170
PYM1	255	374	126	191
PYROXD1	203	164	103	102
PYURF	418	490	202	290
QARS	2368	3040	1164	1668
QDPR	335	417	147	197
QKI	1532	1998	822	1031
QPCT	783	851	352	470
QPCTL	187	206	73	100
QPRT	637	672	238	350
QRFPR	84	96	34	38
QRICH1	1757	2002	827	1174
QRICH2	6	13	6	8
QRSL1	536	569	217	313
QSER1	1097	1294	553	653
QSOX1	706	844	297	443
QSOX2	670	830	321	426
QTRT1	506	773	307	361
QTRT2	542	691	268	353
R3HCC1	300	437	170	233
R3HCC1L	337	415	178	208
R3HDM1	259	246	104	139
R3HDM2	193	207	92	117
R3HDM4	133	195	86	88
RAB10	946	1346	509	671
RAB11A	2427	3061	1204	1689
RAB11B	1007	1162	444	650
RAB11FIP1	878	1038	424	567
RAB11FIP2	249	270	131	145
RAB11FIP3	105	148	55	52
RAB11FIP4	99	115	49	57
RAB11FIP5	234	315	104	145
RAB12	415	494	226	273
RAB14	984	1202	494	618
RAB15	28	35	11	25
RAB18	1148	1480	596	775
RAB1A	1344	1502	698	866
RAB1B	945	1111	459	611
RAB21	1316	1473	710	831
RAB22A	177	220	93	150
RAB23	269	330	135	167
RAB24	303	383	153	201
RAB26	27	14	3	10
RAB27A	100	148	55	69
RAB28	121	135	51	82
RAB29	194	187	67	91
RAB2A	1323	1345	596	749
RAB2B	175	192	70	79
RAB31	246	315	115	176
RAB32	164	155	70	87
RAB33B	122	134	51	82
RAB34	728	791	317	419
RAB35	757	849	343	445
RAB36	209	239	100	143
RAB39A	129	145	44	69
RAB39B	59	62	26	38
RAB3D	192	193	84	106
RAB3GAP1	1152	1363	573	732
RAB3GAP2	1086	1275	560	650
RAB3IP	345	362	158	190
RAB40B	34	54	20	22
RAB40C	95	111	38	60
RAB4A	424	506	208	279
RAB5A	528	616	272	347
RAB5B	943	1059	422	509
RAB5C	1011	1210	510	712
RAB5IF	195	339	125	170
RAB6A	671	643	328	364
RAB7A	3021	3578	1385	1910
RAB8A	1207	1382	549	764
RAB8B	218	268	111	129
RAB9A	467	468	226	292
RAB9B	41	49	13	28
RABAC1	1065	1548	506	719
RABEP1	1104	1129	530	610
RABEP2	98	174	48	61
RABEPK	453	582	212	280
RABGAP1	881	1046	430	569
RABGAP1L	324	358	161	177
RABGEF1	233	284	127	143
RABGGTA	361	523	178	281
RABGGTB	1305	1565	679	828
RABIF	209	230	99	127
RABL3	286	312	142	143
RABL6	1064	1211	423	660
RAC1	388	585	221	265
RAC3	888	1145	393	524
RACGAP1	2558	3356	1403	1806
RACK1	34232	43826	18649	25576
RAD1	442	449	241	266
RAD17	176	179	75	100
RAD18	1150	1215	587	685
RAD21	2631	3240	1269	1724
RAD23A	2182	2796	936	1389
RAD23B	2935	3233	1387	1686
RAD50	243	269	87	142
RAD51	489	559	206	272
RAD51AP1	1083	1154	497	626
RAD51B	99	85	41	59
RAD51C	1507	1655	699	897
RAD51D	55	88	16	47
RAD52	84	77	34	45
RAD54B	216	242	111	122
RAD54L	415	512	167	238
RAD54L2	391	498	168	276
RAD9A	85	106	49	43
RADIL	87	103	34	71
RADX	1455	1746	730	939
RAE1	2909	3558	1499	1872
RAF1	791	972	385	546
RAI1	440	517	202	274
RAI14	1894	2065	923	1122
RALA	375	540	224	296
RALB	266	369	118	155
RALBP1	277	315	115	146
RALGAPA1	146	158	77	102
RALGAPA2	307	365	148	185
RALGAPB	1034	1144	488	625
RALGPS1	38	46	15	28
RALGPS2	285	325	138	152
RALY	1119	1315	598	791
RAMP1	282	289	93	175
RAN	5678	8048	2936	4191
RANBP1	2561	3074	1210	1622
RANBP10	221	271	119	146
RANBP17	241	310	134	127
RANBP2	2818	3539	1484	1880
RANBP3	1439	1796	660	896
RANBP6	636	700	271	374
RANBP9	1461	1545	715	868
RANGAP1	4200	5899	2155	2849
RANGRF	213	265	114	143
RAP1A	901	887	396	514
RAP1B	237	221	115	106
RAP1GAP	124	154	54	62
RAP1GAP2	285	377	115	184
RAP1GDS1	641	698	282	395
RAP2A	69	83	21	51
RAP2B	140	188	75	104
RAP2C	447	455	223	307
RAPGEF1	409	460	163	245
RAPGEF2	495	533	226	311
RAPGEF4	197	207	101	96
RAPGEF5	186	215	95	122
RAPGEF6	14	13	5	6
RAPH1	395	420	193	256
RARA	124	150	60	87
RARB	128	142	55	71
RARG	54	64	14	32
RARS	4918	5644	2512	3069
RARS2	519	551	299	307
RASA1	599	623	269	366
RASA2	164	138	72	84
RASA3	106	111	47	44
RASAL2	274	292	106	163
RASEF	430	492	208	256
RASGEF1A	14	14	8	8
RASGEF1B	158	176	90	122
RASGRF2	150	166	72	86
RASGRP1	68	70	30	36
RASL11A	278	395	148	192
RASSF1	158	208	76	109
RASSF2	112	104	40	39
RASSF3	343	391	175	220
RASSF5	106	115	44	65
RASSF7	92	148	40	78
RASSF8	204	270	109	128
RAVER1	1785	2353	846	1320
RAVER2	607	649	280	334
RB1	2887	3134	1403	1789
RB1CC1	740	741	335	371
RBAK	217	263	115	128
RBBP4	2569	3095	1216	1653
RBBP5	691	768	350	383
RBBP6	1097	1272	595	745
RBBP7	10209	11486	4566	5990
RBBP8	542	602	258	271
RBBP9	494	537	207	291
RBCK1	140	194	70	97
RBFA	227	261	120	130
RBFOX2	786	998	429	527
RBIS	919	1030	451	555
RBKS	15	11	9	8
RBL1	952	975	456	526
RBL2	552	548	238	251
RBM10	1529	1931	775	992
RBM11	87	100	34	44
RBM12	2390	3104	1335	1722
RBM12B	585	760	312	333
RBM14	1630	2439	875	1242
RBM14-RBM4	33	69	16	27
RBM15	841	1066	406	560
RBM15B	294	351	132	221
RBM17	907	1144	441	594
RBM18	229	269	110	110
RBM19	705	936	349	480
RBM20	289	346	137	196
RBM22	1083	1509	597	807
RBM23	1051	1351	476	717
RBM25	2125	2859	1194	1499
RBM26	1072	1334	577	637
RBM27	139	167	63	94
RBM28	1578	2185	804	1016
RBM3	4717	5990	2462	3367
RBM33	580	676	299	365
RBM34	966	1065	468	613
RBM38	297	451	158	246
RBM39	2422	3210	1296	1603
RBM4	360	440	190	256
RBM41	354	391	172	224
RBM42	5214	6934	2613	3749
RBM45	361	393	168	240
RBM48	169	177	74	101
RBM4B	161	206	84	75
RBM5	946	1181	498	672
RBM6	477	485	257	303
RBM7	113	102	46	54
RBM8A	606	814	329	442
RBMS1	290	375	124	190
RBMX	722	1035	408	563
RBMX2	228	293	126	191
RBMXL1	149	216	91	98
RBP1	35	42	14	16
RBPJ	824	912	375	477
RBSN	207	256	114	125
RBX1	1945	2534	1043	1342
RC3H1	290	262	100	154
RC3H2	348	413	150	178
RCAN1	133	181	56	89
RCAN3	282	337	114	142
RCBTB1	265	269	106	127
RCBTB2	98	115	50	73
RCC1	1593	2404	888	1243
RCC1L	644	818	315	398
RCC2	2894	4144	1600	2159
RCCD1	121	184	70	77
RCE1	158	250	84	126
RCHY1	477	468	226	286
RCL1	587	670	259	358
RCN1	45	75	31	39
RCN2	1658	1826	763	963
RCOR1	592	710	313	375
RCOR3	168	253	94	120
RDH10	224	326	120	134
RDH11	552	775	314	412
RDH13	174	193	64	104
RDH14	158	181	69	91
RDH5	3	3	0	0
RDM1	141	89	41	44
RDX	1759	1951	876	1203
REC8	1	0	0	0
RECK	71	83	23	31
RECQL	2067	2438	1094	1256
RECQL4	457	477	200	277
RECQL5	288	375	151	181
REEP1	117	90	56	73
REEP2	758	815	303	406
REEP3	500	577	221	317
REEP4	472	691	271	367
REEP5	2476	2997	1113	1564
REL	163	195	87	107
RELA	715	905	345	469
RELCH	581	672	248	348
RELL1	201	263	119	161
RELL2	7	5	2	6
RELT	89	163	48	97
REPIN1	465	612	241	366
REPS1	1380	1428	599	786
RER1	1338	1546	619	812
RERE	1195	1563	641	822
RESF1	296	323	151	217
REST	978	1217	520	653
RETREG1	175	187	80	112
RETREG2	225	332	108	135
RETREG3	412	464	164	236
RETSAT	316	360	131	180
REV1	235	276	115	131
REV3L	401	465	204	270
REX1BD	289	379	144	199
REXO1	165	243	80	108
REXO2	902	1081	444	527
REXO4	527	776	242	340
REXO5	298	323	119	181
RFC1	1466	1510	695	892
RFC2	1572	1702	717	933
RFC3	4091	5050	2112	2692
RFC4	1207	1437	555	795
RFC5	1978	2202	998	1231
RFESD	51	48	15	29
RFK	248	300	116	150
RFLNB	197	232	85	123
RFNG	178	222	64	120
RFT1	400	522	224	254
RFTN1	306	368	174	190
RFWD3	1344	1654	679	891
RFX1	393	511	203	260
RFX2	24	35	9	9
RFX3	86	92	39	48
RFX5	344	422	170	230
RFX7	311	348	145	225
RFXANK	255	292	107	176
RFXAP	440	437	199	255
RGL1	56	50	26	20
RGL2	91	116	49	68
RGL4	2	0	0	2
RGMA	39	37	17	22
RGMB	78	114	40	64
RGP1	245	301	117	155
RGPD8	5	9	3	3
RGS10	548	583	256	328
RGS12	142	109	50	61
RGS14	38	57	15	24
RGS16	190	214	75	110
RGS17	5	6	3	1
RGS19	136	210	85	102
RGS2	99	93	54	67
RHBDD1	130	172	79	94
RHBDD2	444	598	198	299
RHBDD3	151	202	76	107
RHBDF1	86	75	34	28
RHBDF2	131	174	52	86
RHBDL1	0	3	1	1
RHEB	383	378	143	201
RHNO1	230	258	107	131
RHOA	3786	5281	2032	2670
RHOB	269	304	109	182
RHOBTB1	147	179	55	87
RHOBTB2	60	86	32	48
RHOBTB3	1296	1304	534	720
RHOC	408	533	188	296
RHOF	13	23	6	6
RHOG	323	370	156	210
RHOQ	18	20	7	8
RHOT1	432	465	192	280
RHOT2	668	948	313	468
RHOU	111	147	55	89
RHPN1	51	75	33	36
RHPN2	754	937	384	495
RIBC2	34	41	18	17
RIC1	326	355	145	179
RIC8A	467	624	208	333
RIC8B	240	279	111	154
RICTOR	719	803	342	430
RIDA	326	351	143	206
RIF1	3447	3819	1729	1963
RILPL1	199	210	65	136
RILPL2	80	125	35	43
RIMKLA	71	102	37	70
RIMKLB	168	232	93	119
RIMS1	9	1	3	1
RIMS2	75	72	30	36
RIMS3	19	19	3	7
RIMS4	170	223	83	85
RIN2	5	4	2	3
RIN3	73	90	27	45
RING1	435	644	231	348
RINT1	1607	1720	812	835
RIOK1	1305	1431	557	790
RIOK2	1026	1171	538	670
RIOK3	483	630	271	316
RIOX2	576	649	250	361
RIPK1	236	297	118	173
RIPK2	248	251	101	119
RIPK4	216	273	105	157
RIPOR1	562	592	232	303
RIT1	150	207	83	112
RITA1	116	109	43	56
RLF	727	884	399	448
RLIM	1521	1738	728	928
RMC1	528	586	258	351
RMDN1	663	697	303	390
RMDN2	31	36	14	19
RMDN3	443	618	207	303
RMI1	257	273	132	149
RMND1	429	394	159	219
RMND5A	836	926	388	489
RMND5B	319	425	139	173
RNASEH2A	2400	3047	1231	1582
RNASEH2B	889	1061	442	538
RNASEH2C	437	708	234	258
RNASEK	1946	2284	975	1160
RNASEL	118	123	41	76
RNASET2	180	226	83	119
RND2	355	403	164	235
RND3	346	400	200	250
RNF10	632	652	248	318
RNF103	215	231	102	121
RNF11	122	150	52	88
RNF111	360	508	205	253
RNF113A	212	317	141	162
RNF114	916	1205	477	609
RNF115	392	490	209	253
RNF121	224	326	107	158
RNF123	368	460	180	234
RNF125	88	82	48	57
RNF126	632	763	286	437
RNF128	249	302	137	162
RNF13	178	191	61	112
RNF130	240	270	110	171
RNF135	51	65	17	38
RNF138	498	488	216	301
RNF139	325	412	200	205
RNF14	546	721	277	314
RNF141	126	139	69	79
RNF144A	47	45	17	27
RNF145	461	560	209	318
RNF146	191	235	84	111
RNF149	347	443	193	208
RNF150	70	118	31	49
RNF157	54	44	16	22
RNF166	127	148	57	80
RNF167	734	1012	338	527
RNF168	266	325	133	193
RNF169	263	322	152	197
RNF170	93	125	45	65
RNF181	597	767	303	409
RNF182	53	65	17	41
RNF185	127	158	59	85
RNF187	915	1550	452	665
RNF19A	217	308	120	128
RNF19B	316	443	168	248
RNF2	513	609	270	327
RNF20	765	1066	434	554
RNF207	4	6	0	3
RNF213	779	888	356	446
RNF214	481	535	227	258
RNF215	112	118	46	78
RNF216	497	569	257	331
RNF217	62	111	35	41
RNF220	521	663	238	352
RNF25	585	697	280	379
RNF26	167	305	106	152
RNF32	12	15	10	5
RNF34	515	619	233	293
RNF38	309	315	137	206
RNF4	325	401	136	205
RNF40	2051	2855	1010	1475
RNF41	272	375	142	167
RNF5	230	272	94	160
RNF6	725	742	349	439
RNF7	178	230	98	145
RNF8	635	725	294	374
RNFT1	203	238	93	119
RNFT2	198	213	69	106
RNGTT	889	1001	428	528
RNH1	1714	2316	834	1148
RNMT	657	832	416	479
RNPC3	106	119	45	59
RNPEP	1321	1622	584	857
RNPEPL1	83	98	31	44
RNPS1	1150	1286	492	707
RO60	1656	1648	766	954
ROBO1	1165	1359	604	749
ROBO2	159	181	66	78
ROBO3	56	56	17	19
ROCK1	847	996	402	470
ROCK2	1070	1125	483	638
ROGDI	51	70	17	26
ROMO1	1081	1441	503	753
ROR1	198	206	103	155
ROR2	205	240	91	133
RORA	63	88	47	60
RP2	573	724	319	394
RP9	96	141	48	79
RPA1	4080	4869	1943	2435
RPA2	1951	2521	966	1399
RPA3	712	901	361	453
RPAIN	730	883	357	462
RPAP1	760	896	367	504
RPAP2	721	789	341	412
RPAP3	1984	2155	936	1134
RPE	436	470	186	280
RPF1	1966	2257	1025	1300
RPF2	1386	1418	680	774
RPGR	195	179	89	85
RPGRIP1L	420	468	220	261
RPIA	360	434	167	241
RPL10	870	1111	403	543
RPL10A	2525	3249	1219	1727
RPL11	10613	12079	5620	7030
RPL12	333	728	276	309
RPL13	3067	3737	1368	2019
RPL13A	582	1025	351	614
RPL14	1987	2542	1139	1522
RPL15	1649	2424	854	1184
RPL18	6403	10043	3674	5149
RPL18A	114	169	80	90
RPL19	3278	4152	1664	2241
RPL21	9	6	6	10
RPL22	41	182	47	68
RPL22L1	194	286	141	154
RPL23	5743	7080	3058	3879
RPL23A	171	269	101	140
RPL24	1662	2027	795	1202
RPL26	983	1291	639	739
RPL26L1	441	417	183	232
RPL27	5596	6344	2958	3891
RPL27A	1307	1685	710	971
RPL28	3497	4272	1740	2463
RPL29	1787	2150	856	1266
RPL3	6364	8670	4006	5479
RPL30	5376	6685	3149	3815
RPL31	1155	1812	728	1112
RPL32	4324	5419	2520	3582
RPL34	955	1471	596	924
RPL35	4263	5832	2204	3175
RPL35A	7532	10349	4398	5683
RPL36	8428	11530	4538	6780
RPL36A	102	85	20	38
RPL36A-HNRNPH2	209	155	71	101
RPL36AL	441	899	309	412
RPL37	4820	6853	2656	3822
RPL37A	9548	13675	6170	8850
RPL38	6880	8524	3588	5034
RPL39L	75	121	57	67
RPL4	6739	8178	3397	4466
RPL41	13	16	4	10
RPL5	5285	7557	3286	4362
RPL6	2215	1882	920	1244
RPL7	2	3	3	1
RPL7A	2081	2488	1053	1362
RPL7L1	358	585	197	288
RPL8	13534	17482	6797	9814
RPL9	303	379	167	269
RPLP0	1991	2333	1010	1350
RPLP1	1328	2422	889	1156
RPLP2	7107	9746	4114	5313
RPN1	4821	6326	2360	3315
RPN2	6245	6775	2823	3664
RPP14	223	238	106	107
RPP25	10	14	7	4
RPP25L	314	317	129	174
RPP30	1834	1738	813	995
RPP38	471	488	222	275
RPP40	474	595	254	347
RPRD1A	683	759	300	383
RPRD1B	660	803	325	389
RPRD2	924	1228	481	593
RPS10	11	9	4	4
RPS11	8180	9459	4296	5943
RPS12	1377	1451	738	872
RPS13	3950	4380	1942	2611
RPS14	5776	8688	3004	4410
RPS15	3976	5583	2463	3526
RPS15A	777	800	352	505
RPS16	9864	14079	5692	8318
RPS17	461	861	338	415
RPS18	1501	3760	1486	2156
RPS19	13768	19956	9158	12290
RPS19BP1	661	859	298	492
RPS2	560	683	281	451
RPS20	596	1110	415	672
RPS21	4414	6036	2496	3375
RPS23	6209	8605	3950	4969
RPS24	3462	4543	1654	2716
RPS25	1348	1492	786	975
