	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
NDUFS1	5164	5555	2664	1830	3622	3265	2613	3230
NDUFS2	3313	3958	1735	1111	2505	2318	1635	2260
NDUFS3	1834	2237	889	579	1518	1373	1155	1480
NDUFS4	775	810	318	219	605	587	452	572
NDUFS5	2686	4191	1805	1040	2164	2250	1582	2143
NDUFS6	1506	2366	804	500	601	651	403	536
NDUFS7	1160	1536	653	389	595	559	497	631
NDUFS8	2132	2465	1107	742	1143	1011	904	1252
NDUFV1	2009	2607	1134	747	3212	2920	2353	2913
NDUFV2	1350	1265	599	399	727	657	568	739
NDUFV3	1128	1319	557	442	1107	1051	751	934
NEB	10	5	5	1	318	332	163	239
NEBL	192	219	94	54	188	180	123	171
NECAB3	139	162	68	38	212	181	127	169
NECAP1	508	551	280	188	419	415	296	407
NECAP2	524	737	295	196	389	371	318	402
NECTIN1	86	131	50	18	87	70	47	75
NECTIN2	554	727	307	165	377	325	227	296
NECTIN3	133	140	81	47	990	861	765	968
NEDD1	1055	1121	467	340	866	795	643	775
NEDD4	438	439	233	160	323	304	271	322
NEDD4L	480	561	273	173	246	211	150	213
NEDD8	0	0	0	0	66	76	59	90
NEFL	1305	1558	524	278	409	412	316	369
NEFM	230	190	97	54	675	660	362	485
NEIL1	28	33	12	11	175	154	110	149
NEIL2	76	105	41	26	80	70	58	81
NEIL3	633	748	288	232	866	789	623	708
NEK1	351	376	157	106	1375	1267	821	1029
NEK10	39	59	22	14	201	172	110	166
NEK11	31	53	13	10	100	106	59	76
NEK2	506	594	244	185	1048	1055	783	934
NEK3	359	364	166	125	421	380	318	368
NEK4	401	464	148	116	2020	1842	1510	1806
NEK6	498	572	266	141	283	258	195	255
NEK7	378	449	177	114	507	455	451	529
NEK8	22	30	21	17	66	53	45	51
NEK9	793	1027	545	360	1852	1578	1242	1502
NELFA	446	614	264	155	463	447	336	459
NELFB	948	1173	453	287	1008	933	796	881
NELFCD	1822	2168	834	548	1679	1652	1298	1738
NELFE	1719	2065	925	612	1208	1075	958	1127
NELL2	481	613	227	115	546	514	375	479
NEMF	871	989	502	341	1840	1738	1261	1631
NEMP1	1025	1380	559	361	812	757	487	620
NEMP2	61	91	43	21	133	104	74	95
NENF	413	572	204	119	842	775	595	704
NEO1	1218	1502	598	327	1223	1057	697	979
NEPRO	432	495	242	145	1384	1273	986	1240
NES	10	27	15	5	60	48	41	46
NET1	1269	1452	675	386	1576	1580	1300	1633
NETO2	291	320	122	66	1421	1286	1012	1328
NEU1	527	759	349	159	442	436	374	449
NEU3	241	289	117	74	354	284	257	297
NEURL4	382	546	202	121	1019	905	601	791
NEXMIF	0	2	2	1	41	27	37	40
NEXN	138	149	76	47	140	130	91	126
NF1	1399	1346	732	458	3633	3004	1783	2516
NF2	450	517	228	130	2009	1809	1145	1543
NFAT5	861	851	489	315	1293	1111	735	1002
NFATC1	250	272	107	56	70	62	33	42
NFATC2IP	383	537	259	126	586	529	340	492
NFATC3	429	490	207	139	1347	1086	922	1259
NFATC4	96	116	58	27	71	53	53	56
NFE2L1	1594	1907	791	448	1099	1049	831	1037
NFE2L2	1031	1205	518	350	832	707	531	667
NFE2L3	190	203	106	50	481	428	406	558
NFIA	469	590	267	210	532	475	314	386
NFIB	490	574	313	209	220	161	134	158
NFIL3	142	135	74	36	240	195	200	225
NFIX	244	308	97	68	110	81	28	47
NFKB1	390	508	197	119	913	934	637	793
NFKB2	286	329	128	89	162	148	75	143
NFKBIA	301	406	214	127	279	267	264	327
NFKBIB	447	608	324	144	303	239	159	219
NFKBIL1	164	211	97	72	195	178	128	149
NFKBIZ	17	36	21	15	76	79	96	108
NFRKB	788	910	484	267	1978	1600	1277	1673
NFS1	437	452	213	120	372	295	236	330
NFU1	743	770	311	256	647	612	504	695
NFX1	686	854	400	273	1734	1467	1021	1355
NFXL1	773	942	468	319	1061	1012	587	818
NFYA	453	566	268	177	457	363	250	344
NFYB	432	419	212	132	343	339	297	385
NFYC	974	1273	550	341	610	511	364	611
NGDN	723	941	439	321	1268	1317	975	1218
NGEF	191	217	67	47	78	65	45	77
NGLY1	536	608	238	163	1500	1343	1117	1260
NGRN	270	365	282	149	1425	1406	1091	1482
NHEJ1	336	370	172	110	290	226	208	273
NHLRC2	1247	1399	726	495	1175	984	723	914
NHLRC3	215	272	114	75	242	229	175	221
NHP2	1480	1855	867	444	1823	1824	1335	1852
NHSL1	546	611	344	200	291	247	161	225
NIBAN1	324	312	127	94	44	39	31	34
NIBAN2	846	961	340	177	830	745	584	759
NID1	1383	1683	685	361	1420	1175	677	937
NID2	506	586	241	120	339	273	184	241
NIF3L1	606	697	343	210	865	807	743	862
NIFK	1048	1141	542	400	1514	1288	1223	1590
NIN	588	721	298	216	3736	3509	2346	2987
NINJ1	99	90	48	22	42	37	36	39
NINL	89	93	46	19	442	418	244	290
NIP7	502	701	359	191	912	801	586	776
NIPA1	156	216	103	74	59	48	47	48
NIPA2	469	481	196	131	834	752	729	899
NIPAL1	99	125	64	43	70	60	43	60
NIPAL2	21	38	15	6	52	40	32	39
NIPAL3	207	279	149	90	349	288	241	316
NIPBL	1520	1812	974	695	4033	3534	2177	2915
NIPSNAP1	1127	1247	441	282	684	609	545	679
NIPSNAP2	1112	1120	494	285	834	818	630	856
NIPSNAP3A	583	557	266	173	464	500	336	430
NISCH	814	934	458	250	1858	1621	1166	1623
NIT1	509	544	278	167	317	261	251	309
NIT2	571	721	303	173	692	627	568	692
NKAP	898	956	363	306	1051	989	767	955
NKAPD1	259	275	148	118	809	728	651	675
NKD2	66	107	57	31	88	76	55	68
NKIRAS1	274	293	117	97	173	180	112	140
NKIRAS2	370	461	203	134	284	286	164	251
NKRF	1675	1824	806	591	2185	1988	1465	1859
NKTR	435	561	255	195	4784	4072	3157	3946
NKX2-5	230	298	156	83	191	187	160	205
NKX6-1	88	123	58	27	45	45	27	44
NLE1	730	896	366	213	654	519	555	643
NLGN1	72	59	31	17	190	165	150	183
NLGN2	62	89	37	27	154	104	31	60
NLK	60	79	25	16	182	133	153	202
NLN	876	938	406	286	1519	1451	1064	1379
NLRC4	0	2	0	0	55	36	32	29
NLRP14	4	2	1	2	47	60	37	34
NLRX1	147	178	72	43	368	302	268	298
NMB	40	60	23	20	72	56	64	101
NMD3	903	1070	463	302	1737	1727	1208	1484
NME1	1938	2518	910	590	1398	1229	1227	1450
NME1-NME2	1846	2463	1540	861	254	224	141	245
NME3	498	692	337	167	304	305	203	265
NME4	1059	1323	490	314	798	699	543	651
NME6	177	210	115	65	287	241	223	262
NME7	408	498	216	153	442	417	343	376
NMNAT1	86	131	52	34	151	166	136	161
NMRAL1	5	1	0	0	341	316	268	328
NMRK1	39	38	28	9	66	53	62	60
NMT1	1987	2568	1167	732	1616	1515	1445	1664
NMT2	473	454	201	139	596	570	427	512
NMU	474	479	201	120	125	100	100	127
NNT	614	708	434	244	2091	1736	1552	1901
NOA1	519	561	214	122	888	855	653	824
NOB1	631	736	314	189	820	777	561	876
NOC2L	3319	4205	1963	1151	3334	3293	2669	3461
NOC3L	1806	1981	917	672	2587	2396	1979	2424
NOC4L	999	1365	566	348	428	361	291	463
NOCT	516	597	305	204	472	342	289	428
NOD1	24	19	16	2	134	111	96	119
NOL10	1012	1169	460	319	2407	2275	1646	2154
NOL11	3008	3472	1692	1118	3808	3497	3064	3763
NOL6	955	1267	589	370	1284	1057	889	1194
NOL7	2343	2840	1258	827	2079	2167	1506	1926
NOL8	521	674	323	224	2776	2555	1635	2157
NOL9	1996	2482	1146	692	1656	1386	1061	1406
NOLC1	6913	8258	3786	2637	5076	4896	3636	4937
NOM1	544	723	337	221	898	917	580	829
NOMO1	197	230	80	49	671	547	519	692
NOMO2	75	89	43	11	155	116	135	162
NOMO3	44	59	23	10	188	123	142	176
NONO	7649	10413	3636	2422	7606	7397	5840	7449
NOP10	1023	1253	622	403	457	455	349	489
NOP14	1815	2345	954	609	4369	4388	3040	3871
NOP16	825	1006	495	302	1263	1272	954	1111
NOP2	2474	3436	1523	1023	2902	2700	2110	2769
NOP53	438	664	220	145	1399	1448	1109	1464
NOP56	2597	3536	1815	1157	9145	8503	7102	8796
NOP58	2488	3000	1509	1114	6125	5914	4415	5325
NOP9	325	547	237	143	787	717	555	695
NOS1AP	103	164	52	42	63	46	25	34
NOSIP	1046	1443	592	331	932	829	774	911
NOSTRIN	0	0	0	1	114	98	48	65
NOTCH1	389	613	228	110	364	243	165	226
NOTCH2	1714	2319	1216	603	4754	4075	2787	3439
NOTCH3	471	448	168	67	267	170	102	136
NOVA1	84	90	38	28	90	85	36	43
NOXA1	7	4	6	4	33	42	40	37
NOXO1	1	0	3	0	101	65	40	65
NPAS1	141	120	54	27	93	74	47	58
NPAS2	50	62	19	15	61	49	32	42
NPAT	677	699	350	245	1812	1456	1339	1758
NPC1	954	1041	478	233	726	627	490	595
NPC2	745	819	318	172	696	636	528	629
NPDC1	267	353	137	73	209	203	144	155
NPEPL1	4	8	3	2	87	82	43	59
NPEPPS	2250	2781	1202	734	2628	2333	1315	1590
NPHP1	103	112	63	38	243	221	183	199
NPHP3	104	140	70	49	392	352	229	285
NPHP4	195	258	112	66	452	351	238	298
NPL	29	19	19	6	108	133	71	105
NPLOC4	1236	1471	641	437	1687	1482	1262	1518
NPM1	1804	2740	804	564	13384	13461	10445	12752
NPM3	675	870	354	200	1182	1217	891	1111
NPNT	154	188	65	32	119	89	73	104
NPRL2	285	332	157	123	527	448	415	546
NPRL3	817	965	320	242	220	169	118	116
NPTN	960	1226	509	261	758	668	542	680
NPTX1	388	498	149	104	182	163	115	135
NPTX2	158	180	82	48	102	80	75	108
NQO1	135	143	79	43	138	130	101	104
NQO2	422	464	175	126	409	384	293	364
NR1D2	798	833	333	219	1297	1155	861	1073
NR1H2	137	168	111	44	184	167	160	169
NR1H3	63	71	40	19	114	108	89	125
NR1I3	19	11	7	4	129	89	81	116
NR2C1	763	933	373	328	854	715	585	697
NR2C2	314	350	135	102	862	678	420	566
NR2C2AP	154	196	67	64	216	225	213	225
NR2F1	253	374	153	90	292	251	215	296
NR2F2	508	669	323	231	413	350	233	279
NR2F6	546	681	307	155	262	241	148	159
NR3C1	784	974	473	309	781	687	510	632
NR3C2	289	302	157	100	385	350	267	381
NR6A1	34	44	13	7	295	232	159	216
NRARP	142	155	46	44	42	45	29	40
NRAS	836	901	409	350	891	717	706	938
NRBF2	120	144	73	46	175	126	136	174
NRBP1	1165	1299	552	349	1077	923	874	1085
NRBP2	29	43	16	9	59	49	42	47
NRCAM	522	629	243	127	224	204	122	161
NRDC	3778	4340	1692	1077	4437	4094	2849	3560
NRDE2	606	753	444	283	1350	1223	864	1050
NREP	51	40	29	13	55	42	31	47
NRF1	408	520	199	116	507	441	365	453
NRIP1	320	406	166	119	895	771	703	914
NRIP2	4	1	1	0	49	44	26	26
NRIP3	88	107	40	20	132	96	100	111
NRN1	220	266	130	92	119	115	105	148
NRP1	648	990	424	225	557	580	410	567
NRP2	221	260	79	56	141	114	93	123
NRSN2	449	518	239	161	75	78	45	59
NRXN3	108	148	76	37	236	230	131	176
NSA2	331	376	147	89	1099	1067	1002	1195
NSD1	1692	1974	858	582	9317	8653	5538	6874
NSD2	1155	1389	536	321	4623	4128	2548	3335
NSD3	753	855	325	224	1864	1581	1085	1407
NSDHL	879	1205	538	356	811	690	717	936
NSF	674	856	1515	450	682	679	496	619
NSFL1C	1110	1446	612	404	765	685	565	775
NSL1	570	580	266	172	919	845	689	865
NSMAF	161	191	63	60	842	698	558	748
NSMCE1	513	541	218	140	546	520	416	485
NSMCE2	293	333	144	102	517	470	453	518
NSMCE3	399	545	234	165	286	259	229	285
NSMCE4A	966	1142	477	362	1360	1305	958	1235
NSMF	106	148	65	41	834	671	621	729
NSRP1	376	474	263	188	267	280	203	241
NSUN2	3412	4010	1875	1160	3340	3419	2206	2978
NSUN3	283	307	172	90	397	349	256	318
NSUN4	287	408	189	90	359	339	288	309
NSUN5	266	349	171	100	371	400	286	371
NSUN6	278	301	138	86	549	519	368	475
NT5C	288	392	174	97	323	293	253	275
NT5C2	736	918	407	324	613	534	416	607
NT5C3A	258	209	126	86	348	291	301	335
NT5C3B	484	698	293	201	1732	1512	1475	1908
NT5DC1	886	1002	359	278	875	778	701	818
NT5DC2	946	1222	293	215	2331	2045	1726	2179
NT5DC3	315	354	181	118	419	411	225	329
NT5M	2	10	9	0	44	41	38	45
NTAN1	83	96	32	22	263	209	214	240
NTHL1	438	628	277	154	689	694	448	533
NTMT1	1127	1308	529	294	662	668	628	656
NTN1	361	506	164	84	91	92	78	95
NTPCR	600	747	323	195	769	678	516	718
NUAK1	119	153	60	40	187	175	130	163
NUB1	2208	2463	990	730	1214	1088	960	1195
NUBP1	264	301	155	82	357	349	319	391
NUBP2	578	787	329	215	605	647	415	494
NUBPL	287	332	148	107	309	292	194	222
NUCB1	1116	1445	507	310	670	614	436	606
NUCB2	926	956	349	243	835	861	711	773
NUCKS1	3980	5226	2321	1554	10442	10743	8056	9921
NUDC	3328	4500	1824	1219	1828	1991	1306	2064
NUDCD1	919	1005	407	321	1051	1009	793	931
NUDCD2	607	728	359	236	354	383	278	316
NUDCD3	725	977	442	235	582	564	407	544
NUDT1	425	586	259	165	317	334	257	282
NUDT11	25	47	19	10	90	73	52	92
NUDT12	739	862	337	225	618	566	428	566
NUDT13	26	28	16	10	192	174	99	142
NUDT14	105	140	51	41	83	84	62	79
NUDT15	421	582	238	163	374	369	198	281
NUDT16	207	275	136	78	260	204	143	183
NUDT16L1	305	419	202	113	143	148	85	121
NUDT17	29	44	21	14	65	60	43	42
NUDT19	2652	3369	1623	997	367	348	233	287
NUDT2	161	149	88	45	182	196	148	182
NUDT21	1707	2050	755	527	1370	1266	1005	1330
NUDT22	105	104	37	28	184	196	139	179
NUDT5	2026	2571	933	555	1579	1394	1093	1423
NUDT6	86	80	48	23	151	108	107	121
NUDT7	89	86	31	20	50	51	43	57
NUDT8	70	92	44	14	91	91	64	74
NUDT9	351	397	210	108	273	293	192	250
NUF2	1305	1550	679	503	1187	1128	975	1226
NUFIP1	265	408	209	103	460	420	341	376
NUFIP2	1179	1559	727	502	2058	1882	1400	1832
NUMA1	2629	3546	1630	973	3458	3076	2124	2892
NUMB	394	539	259	146	443	390	342	455
NUMBL	264	333	127	75	160	155	64	72
NUP107	4221	4788	2314	1601	4360	4174	3209	3930
NUP133	3711	4465	1928	1363	9291	8442	6677	8018
NUP153	4113	4551	2495	1652	7566	6027	5452	6685
NUP155	8139	8213	3813	2532	7709	6455	5505	6809
NUP160	2639	3163	1487	974	5314	4585	3367	4090
NUP188	4800	5695	2718	1694	5512	4858	3389	4380
NUP205	6354	7450	3283	2258	10682	9374	8105	9655
NUP210	3085	3852	1447	771	3595	2951	2107	2802
NUP210L	1	0	1	0	63	54	48	42
NUP214	2433	3305	1445	890	2078	1665	1010	1268
NUP35	500	605	313	202	710	533	532	625
NUP37	1585	2026	703	432	1061	963	926	1186
NUP42	639	834	421	261	987	832	736	981
NUP43	2272	2482	1020	675	1880	1568	1384	1741
NUP50	182	225	97	77	746	718	495	708
NUP54	1192	1378	601	400	1881	1657	1539	1903
NUP58	1978	2083	826	531	1544	1271	1229	1583
NUP62	1362	1637	756	505	738	597	616	782
NUP62CL	300	293	149	94	293	228	210	277
NUP85	1744	1989	960	582	1844	1652	1423	1806
NUP88	2434	2601	1361	841	2523	2239	2049	2479
NUP93	2188	2605	1140	714	3539	3290	2780	3281
NUP98	3127	3757	1540	1102	5339	4478	4144	5176
NUS1	49	39	19	15	232	217	106	200
NUTF2	1262	1114	519	361	737	486	608	867
NVL	857	1037	498	293	3023	2643	2178	2542
NXF1	979	1321	610	429	996	998	688	989
NXN	633	771	284	211	184	172	144	163
NXPE3	149	173	104	78	585	489	366	477
NXT1	150	212	86	51	248	240	204	262
NXT2	77	107	50	44	175	140	119	163
NYNRIN	319	330	157	109	97	82	39	67
OAF	89	176	65	35	152	135	94	103
OARD1	190	183	82	69	110	85	68	106
OAT	5065	6089	2518	1786	3733	3410	3237	3874
OAZ1	931	1305	1089	652	7228	5929	6725	8226
OAZ2	423	576	328	172	256	242	138	154
OBI1	483	567	279	188	1132	1107	834	1039
OBSCN	23	34	33	10	443	358	190	254
OBSL1	1484	2157	916	553	1244	1241	782	1014
OCA2	57	82	37	25	58	68	38	51
OCIAD1	2273	2267	1013	721	1017	930	805	979
OCLN	676	963	354	235	250	234	141	227
OCRL	1365	1513	644	448	1624	1452	1039	1342
ODC1	3314	4252	1178	769	8824	8358	6705	8180
ODF2	582	735	315	241	1715	1594	1169	1528
ODF2L	353	335	157	127	891	889	575	762
ODR4	276	314	143	107	934	839	651	858
OFD1	237	302	163	126	1051	1005	775	957
OGA	2926	3636	1930	1364	4101	3593	2378	3084
OGDH	1456	1741	831	527	1139	1016	703	990
OGDHL	80	95	44	29	411	410	296	339
OGFOD1	1094	1377	711	503	1779	1722	1170	1501
OGFOD2	150	232	112	45	143	127	126	140
OGFOD3	117	156	66	33	242	225	162	204
OGFR	528	706	340	230	713	669	457	610
OGFRL1	275	252	104	50	465	460	329	427
OGG1	172	209	117	73	231	186	200	234
OGN	0	0	0	0	122	121	38	74
OGT	2451	2990	1405	889	5322	4630	3587	4485
OIP5	451	585	250	181	289	244	189	276
OLA1	1353	1818	746	455	2069	2104	1517	2016
OMA1	284	373	179	117	1147	1022	904	1127
OMD	0	0	0	0	124	105	38	66
OMG	0	0	1	0	74	87	30	44
ONECUT2	37	54	18	4	58	58	45	30
OPA1	2040	2005	969	676	3016	2837	2125	2691
OPA3	129	154	81	39	52	40	31	38
OPHN1	77	85	41	40	253	199	158	213
OPTN	604	625	225	161	166	143	110	139
ORAI1	275	363	129	73	73	39	41	80
ORAI2	84	109	46	20	77	48	40	47
ORC1	850	1046	531	336	1664	1490	1345	1599
ORC2	1168	1169	484	349	1287	1219	991	1279
ORC3	1297	1408	597	387	1311	1130	999	1252
ORC4	1038	1164	575	405	1075	1042	807	1102
ORC5	1463	1578	656	457	986	869	663	847
ORC6	1092	1177	548	379	871	877	587	728
ORMDL1	472	434	199	130	363	323	343	442
ORMDL2	433	579	250	162	256	233	171	235
ORMDL3	220	304	132	93	102	100	80	93
OS9	1819	2482	994	556	1929	1850	1552	1895
OSBP	1237	1447	652	413	1288	1179	718	928
OSBP2	117	130	46	31	136	93	82	106
OSBPL10	153	207	97	60	101	89	67	113
OSBPL11	454	470	210	147	999	843	632	842
OSBPL1A	401	389	175	98	521	505	324	391
OSBPL2	577	716	278	208	456	407	336	390
OSBPL3	388	440	164	106	749	671	493	663
OSBPL5	84	92	51	21	111	107	78	108
OSBPL6	332	353	126	87	661	529	384	511
OSBPL8	1440	1445	644	397	1911	1782	1460	1853
OSBPL9	1495	1638	838	516	1939	1748	1588	1902
OSCP1	105	128	60	40	109	95	99	107
OSER1	577	616	376	248	428	339	390	488
OSGEP	336	387	211	113	943	850	678	846
OSGEPL1	239	209	128	104	286	251	211	280
OSGIN2	280	277	146	87	426	403	317	453
OSR2	62	79	47	18	52	53	59	57
OST4	504	545	382	265	299	281	182	283
OSTC	264	370	172	94	630	617	431	608
OSTF1	302	334	139	93	267	200	200	260
OSTM1	477	554	287	137	282	247	216	246
OTUB1	1753	2041	912	625	758	654	740	920
OTUB2	103	88	30	17	71	59	35	52
OTUD1	160	203	67	50	70	69	53	59
OTUD3	173	225	81	51	387	338	239	283
OTUD4	254	308	118	81	1260	1189	727	965
OTUD5	1121	1359	534	373	741	713	451	654
OTUD6B	363	465	215	145	600	606	394	520
OTUD7A	33	56	19	16	56	33	36	35
OTUD7B	336	485	198	140	795	739	498	674
OTULIN	440	435	202	133	343	316	213	289
OTULINL	580	679	256	197	185	177	139	160
OVCA2	395	563	244	158	334	284	305	358
OVGP1	3	2	0	4	112	124	72	90
OXA1L	1145	1434	603	390	1472	1158	1007	1363
OXCT1	1670	2002	827	508	820	675	566	786
OXLD1	138	128	66	51	183	195	140	156
OXNAD1	243	218	103	75	657	614	449	521
OXR1	604	559	248	178	772	670	563	685
OXSM	224	221	124	73	442	402	324	371
OXSR1	534	610	242	180	891	877	641	814
P2RX4	104	113	59	33	149	122	116	131
P2RY1	60	80	55	29	165	123	138	173
P3H1	675	1073	376	213	1066	921	735	860
P3H3	257	256	138	94	351	294	176	249
P3H4	346	417	194	105	355	354	214	283
P4HA1	657	831	305	193	876	791	591	719
P4HA2	537	640	242	133	245	216	187	244
P4HB	3733	4641	1538	816	4331	3890	3347	4377
PA2G4	1405	1871	735	471	3592	3405	2613	3161
PAAF1	289	290	116	55	221	192	142	207
PABPC1	3051	4234	891	514	9930	8506	4454	6154
PABPC1L	31	31	20	12	212	196	102	133
PABPC4	3408	4219	1569	933	3769	3254	2053	2691
PABPC4L	89	106	45	35	323	329	193	254
PABPN1	200	401	181	103	207	252	92	110
PACC1	188	257	81	71	503	423	361	413
PACRGL	163	197	113	70	210	182	210	213
PACS1	422	456	156	106	279	269	115	140
PACS2	135	134	65	30	519	429	351	466
PACSIN2	1102	1369	548	330	769	822	540	717
PACSIN3	338	386	138	61	275	291	181	234
PAF1	3156	4372	1781	1106	1339	1277	1120	1545
PAFAH1B1	1758	1982	839	577	1462	1338	1038	1347
PAFAH1B2	1132	1466	757	447	1356	1260	962	1230
PAFAH1B3	635	764	322	189	361	337	247	298
PAFAH2	91	140	51	35	100	79	58	67
PAG1	124	130	49	24	177	132	99	172
PAGR1	332	519	219	117	981	1031	554	719
PAICS	5371	6030	2663	2009	6349	6342	4257	5776
PAIP1	335	372	179	150	492	384	338	438
PAIP2	1786	1773	837	579	616	546	480	656
PAIP2B	94	106	54	42	82	85	72	89
PAK1	600	685	268	199	542	558	364	436
PAK1IP1	1091	1353	522	374	1516	1258	1128	1338
PAK2	924	1201	486	265	779	669	348	439
PAK4	1018	1621	670	399	315	329	173	237
PALB2	258	235	131	81	906	803	641	766
PALD1	330	378	159	85	501	462	370	436
PALLD	1139	1156	565	369	611	550	351	471
PALM	140	153	54	36	50	53	37	39
PALM2-AKAP2	420	566	210	144	380	365	292	346
PAM	1013	1124	483	240	1135	952	806	1011
PAM16	111	102	82	38	47	34	27	33
PAN2	395	429	241	159	777	711	597	803
PAN3	342	408	198	131	942	778	541	731
PANK1	139	243	94	58	231	210	164	176
PANK2	524	714	311	194	931	856	595	739
PANK3	414	518	186	119	1689	1598	1092	1427
PANK4	782	925	449	274	573	469	418	533
PANX1	176	210	104	65	211	164	156	217
PAPOLA	2772	2968	951	658	4027	3641	2565	3525
PAPOLG	330	456	196	140	510	457	372	469
PAPSS1	1175	1389	608	420	905	861	655	837
PAPSS2	664	800	289	197	235	216	167	199
PAQR3	255	262	113	70	381	326	329	410
PAQR4	123	114	62	33	91	67	86	97
PAQR5	53	62	15	10	67	49	56	86
PAQR6	6	2	6	1	49	38	37	38
PAQR8	87	85	48	21	50	32	32	52
PARD3	1214	1344	530	372	1274	1149	904	1106
PARD3B	120	145	62	41	274	248	177	224
PARD6B	316	351	167	105	264	223	151	214
PARD6G	63	83	37	18	47	49	42	38
PARG	330	424	185	157	896	809	591	816
PARK7	5764	7268	2912	1994	2783	2839	2091	2835
PARL	47	80	32	18	138	137	73	108
PARN	1026	1055	497	297	1133	1038	834	1105
PARP1	11723	14736	6792	4262	24657	23231	17812	23073
PARP11	124	124	55	54	150	125	78	108
PARP16	132	151	45	37	96	84	80	104
PARP2	637	702	292	194	960	915	705	895
PARP3	10	16	14	6	105	103	94	127
PARP4	1476	1954	854	609	1022	871	717	891
PARP6	39	39	21	10	749	600	432	605
PARP8	307	336	174	94	321	311	241	282
PARP9	364	337	171	143	72	86	52	60
PARPBP	1031	1156	460	363	996	931	690	841
PARS2	216	231	94	63	175	142	156	164
PARVA	365	600	203	120	217	203	116	143
PARVB	154	204	77	41	458	409	330	412
PASK	581	743	312	199	798	703	575	700
PATJ	512	575	285	147	1627	1427	1026	1299
PATL1	471	554	228	131	725	621	327	491
PATZ1	362	452	220	141	837	736	463	660
PAWR	1234	1338	533	364	888	880	563	663
PAX3	299	341	177	93	215	188	154	164
PAX6	198	214	127	54	360	315	251	330
PAXBP1	619	713	321	203	3137	3003	2165	2767
PAXIP1	638	689	306	198	1048	908	648	843
PAXX	327	415	184	105	434	384	355	407
PBDC1	461	657	294	192	480	483	320	393
PBK	2708	3028	1409	924	554	548	403	568
PBLD	44	42	27	9	94	71	55	55
PBRM1	1597	1811	777	525	4995	4640	3245	4325
PBX1	592	668	345	227	329	258	206	317
PBX2	186	190	98	54	232	185	134	194
PBX3	155	185	56	48	259	236	174	237
PBXIP1	217	345	157	97	235	230	149	207
PC	211	297	151	81	345	326	204	266
PCBD1	820	911	308	259	241	191	177	275
PCBD2	51	51	35	26	56	67	34	47
PCBP1	4943	6224	2415	1662	852	683	521	634
PCBP2	7747	9727	2898	1763	4597	3523	2290	2765
PCBP4	73	88	45	21	61	62	58	82
PCCA	156	200	85	38	404	412	251	356
PCCB	2294	2846	1239	759	1476	1321	1083	1386
PCDH10	41	65	28	15	878	779	599	720
PCDH17	4	2	4	3	141	109	85	105
PCDH18	62	56	29	12	85	82	58	67
PCDH7	927	1409	651	387	1225	1099	835	1044
PCDH9	179	218	106	72	800	771	643	889
PCED1A	89	111	53	33	339	283	289	352
PCF11	556	800	465	291	3359	2926	2495	3258
PCGF1	152	171	91	62	207	209	153	196
PCGF2	144	237	68	41	113	89	48	67
PCGF3	143	207	88	45	455	368	379	433
PCGF5	333	348	123	70	331	249	212	234
PCGF6	455	412	203	150	475	544	377	457
PCID2	732	736	322	200	659	585	468	586
PCIF1	275	257	139	76	318	229	144	210
PCK2	436	474	173	111	277	249	225	247
PCLO	242	197	125	70	919	733	393	579
PCM1	2961	3319	1384	885	5123	4858	3329	4332
PCMT1	2916	3383	1721	1029	1941	1728	1358	1705
PCMTD1	90	77	46	35	202	191	127	201
PCMTD2	353	337	175	105	486	447	283	429
PCNA	9100	11249	5713	3763	6347	6207	5099	6376
PCNP	563	698	302	169	825	825	584	801
PCNT	1519	2145	1118	635	5200	4885	2518	3763
PCNX1	611	616	340	196	3187	2845	2087	2591
PCNX2	46	27	44	18	1609	1430	992	1328
PCNX3	288	370	181	100	1173	894	574	760
PCNX4	147	200	151	107	1884	1630	1274	1512
PCOLCE2	326	358	161	81	498	444	359	425
PCSK1N	151	247	94	48	71	57	36	29
PCSK5	197	304	116	60	311	313	220	292
PCSK6	346	451	169	97	1329	1124	820	1009
PCSK7	76	115	60	39	452	432	276	340
PCTP	241	305	131	76	150	161	132	170
PCYOX1	971	1057	452	231	560	567	386	477
PCYOX1L	251	297	116	58	105	90	99	102
PCYT1A	421	563	205	160	410	345	256	330
PCYT2	199	244	92	72	278	244	223	298
PDAP1	738	1049	515	274	612	662	491	685
PDCD10	627	773	350	249	660	612	535	649
PDCD11	1997	2954	1290	821	6114	5730	4208	5272
PDCD2	895	1247	480	313	1580	1516	1244	1431
PDCD2L	892	1026	520	302	382	331	294	378
PDCD4	3049	3825	1593	1003	1565	1695	1045	1430
PDCD5	3122	4155	1885	1103	1724	1632	1157	1664
PDCD6	725	1021	323	227	452	421	339	463
PDCD6IP	2764	2921	1479	993	3417	3109	2508	3229
PDCD7	199	280	153	86	225	207	119	153
PDCL	378	507	213	140	436	423	299	377
PDCL3	151	273	121	56	292	308	193	243
PDE10A	256	278	116	71	133	123	92	105
PDE12	1152	1454	702	435	1313	1173	992	1088
PDE3B	240	292	146	85	1058	918	648	876
PDE4A	47	55	29	12	78	65	42	49
PDE4D	151	189	88	79	182	138	108	147
PDE4DIP	279	367	126	83	509	489	308	413
PDE5A	202	179	79	53	322	295	225	315
